canonical_name,status,file_name,source,source_title,source_page_url,image_url,match_method,sha256,width,height,notes
HG 1/144 GOUF IGNITED (HEINE WESTENFLUSS CUSTOM),downloaded,HG 1_144 GOUF IGNITED (HEINE WESTENFLUSS CUSTOM)__6f25d01d22.jpg,dalong,Gouf Ignited (Heine Westenfluss Custom),https://www.dalong.net/reviews/seed/sh27/sh27_p_e.htm,https://www.dalong.net/reviews/seed/sh27/p/sh27.jpg,exact,ea59310f3ab4de20fd9402ef45556d9c7901dd30c929ba57614e5d6829ef7062,289,175,
HG 1/144 GUNDAM SANDROCK CUSTOM EW,downloaded,HG 1_144 GUNDAM SANDROCK CUSTOM EW__2d6302b70b.jpg,dalong,Gundam Sandrock Custom EW,https://www.dalong.net/reviews/hg/h268/h268_p_e.htm,https://www.dalong.net/reviews/hg/h268/p/h268.jpg,exact,6e3b2bc98c09458e64cfacf706571b1530b28d2cd859280eea01f3da6fc0c7f9,1500,966,
HG 1/144 XI GUNDAM (MOBILE SUIT GUNDAM HATHAWAY THE SORCERY OF NYMPH CIRCE),downloaded,HG 1_144 XI GUNDAM (MOBILE SUIT GUNDAM HATHAWAY THE SORCERY OF NYMPH CIRCE)__b4213a8bfe.jpg,dalong,Xi Gundam (Mobile Suit Gundam Harthaway the Sorcery of Nymph Circe),https://www.dalong.net/reviews/hg/h266/h266_p_e.htm,https://www.dalong.net/reviews/hg/h266/p/h266.jpg,exact,cf77532bcd912ac4a7111dba19cc6eb2549dd822970bbbfd9840fae7e6eabb2a,1500,1185,
HG 1/144 LEGEND GUNDAM,downloaded,HG 1_144 LEGEND GUNDAM__7ce38ea477.jpg,gunpla_hangar,ZGMF-X666S Legend Gundam,https://gunplahangar.com/kits/hgce-zgmf-x666s-legend-gundam,https://gunplahangar.com/img/kits/hgce-zgmf-x666s-legend-gundam/box-art-800.jpg,source_model_code_hangar_exact,3e34d47ace064c8e325e7ea08fbeb84e9ae538cd18a2a695717d935573c5af47,800,504,
HG 1/144 GQuuuuuuX (Endymion Unit Awakened),downloaded,HG 1_144 GQuuuuuuX (Endymion Unit Awakened)__60573ee0e7.jpg,dalong,GQuuuuuuX (Endymion Unit Awakened),https://www.dalong.net/reviews/hg/hgq13/hgq13_p_e.htm,https://www.dalong.net/reviews/hg/hgq13/p/hgq13.jpg,exact,d1fbe64a09b560d77fc54cca734fd0020e7c921ba1ec3a8024fc232f08adbde8,1500,936,
HG 1/144 WHITE GUNDAM,downloaded,HG 1_144 WHITE GUNDAM__414b1dfcf0.jpg,dalong,White Gundam,https://www.dalong.net/reviews/hg/hgq11/hgq11_p_e.htm,https://www.dalong.net/reviews/hg/hgq11/p/hgq11.jpg,exact,59f88913071ee948b476c802773fa9b593716a5ae87761fe2231b2b5f40f13ef,1500,940,
HG 1/144 GUNDAM ZAGAN,downloaded,HG 1_144 GUNDAM ZAGAN__20b1489398.jpg,dalong,Gundam Zagan,https://www.dalong.net/reviews/ib/ibh47/ibh47_p_e.htm,https://www.dalong.net/reviews/ib/ibh47/p/ibh47.jpg,exact,2786c6394236fe0b2e270a8f859f214cc781d78fca39ae25aed87d53af64b77e,1500,945,
HG 1/144 RED GUNDAM,downloaded,HG 1_144 RED GUNDAM__2f4f659021.jpg,dalong,Red Gundam,https://www.dalong.net/reviews/hg/hgq04/hgq04_p_e.htm,https://www.dalong.net/reviews/hg/hgq04/p/hgq04.jpg,exact,ff2badc4a30004935e6e96b0c6ee93ea987c79c4d25adac48909a72db79263e7,1200,747,
HG 1/144 PSYCHO GUNDAM Mk-II,downloaded,HG 1_144 PSYCHO GUNDAM Mk-II__339a5c6803.jpg,dalong,Psycho Gundam Mk-II,https://www.dalong.net/reviews/hg/h261/h261_p_e.htm,https://www.dalong.net/reviews/hg/h261/p/h261.jpg,exact,16339d946668f0bfba8df79a6deca688e642a7f7abad0fb2fc77b47248367daa,1200,798,
HG 1/144 Z'GOK (SEED FREEDOM Ver.),downloaded,HG 1_144 Z'GOK (SEED FREEDOM Ver.)__a499083d83.jpg,dalong,Z'Gok (Seed Freedom Ver.),https://www.dalong.net/reviews/hg/h260/h260_p_e.htm,https://www.dalong.net/reviews/hg/h260/p/h260.jpg,exact,1b09daf286f2082c8d5640f5a786f21cc5081f3f513c6b3bafb2257764f8be53,1200,765,
HG 1/144 DESTINY GUNDAM Spec II & ZEUS SILHOUETTE,downloaded,HG 1_144 DESTINY GUNDAM Spec II & ZEUS SILHOUETTE__add5b011e7.jpg,dalong,Destiny Gundam Spec II & Zeus Silhouette,https://www.dalong.net/reviews/hg/h258/h258_p_e.htm,https://www.dalong.net/reviews/hg/h258/p/h258.jpg,exact,efc4319ebe3a9bda0fb3cfb8ff9e9d8a85666594cd42de1629ed3eb04914b855,1200,954,
HG 1/144 DRAGON GUNDAM,not_found,,,,,,,,,,dalong: Dragon Gundam | dalong: Gundam | dalong: Gundam
HG 1/144 THE GUNDAM BASE LIMITED G-SELF PERFECT PACK (Reconguista in G the Movie Ver.),downloaded,HG 1_144 THE GUNDAM BASE LIMITED G-SELF PERFECT PACK (Reconguista in G the Movie Ver.)__a09b46487f.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED G-SELF PERFECT PACK (Reconguista in G the Movie Ver.),https://gunpla-hobby.com/gunpla/hg-1-144-hg-1-144-g-g-ver-13a73a,https://thumbnail.image.rakuten.co.jp/@0_mall/auc-esmile/cabinet/03842978/imgrc0139270426.jpg,official_title_release_month,693cd55fbbc579bf927ab71370d4c5d2f4f512a8f9d102d1c1af7227c1cef028,1527,1194,
HG 1/144 GUNDAM EX (RFV),downloaded,HG 1_144 GUNDAM EX (RFV)__84e244b853.jpg,dalong,Gundam EX (RFV),https://www.dalong.net/reviews/hg/h255/h255_p_e.htm,https://www.dalong.net/reviews/hg/h255/p/h255.jpg,exact,059cc16762b9deb4887eb7e228b82619f0040f40d6c14df5a2327086ca871dd1,1200,756,
HG 1/144 THE GUNDAM BASE LIMITED GUNDAM FSD (with PROTOTYPE LONG-RANGE BEAM RIFLE),downloaded,HG 1_144 THE GUNDAM BASE LIMITED GUNDAM FSD (with PROTOTYPE LONG-RANGE BEAM RIFLE)__f51106fbd6.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED GUNDAM FSD (with PROTOTYPE LONG-RANGE BEAM RIFLE),https://gunpla-hobby.com/gunpla/hg-1-144-hg-1-144-fsd-d7d2f0,https://tshop.r10s.jp/otakarasouko/cabinet/_1072/1240018388574_1.jpg,official_title_release_month,50a5273f94028e657d065c0ece852f47aba16ede6017274e51d33538b5295a76,600,600,
HG 1/144 ALTRON GUNDAM,not_found,,,,,,,,,,bandai_manual: ALTRON GUNDAM | dalong: Altron Gundam | gunpla_hobby: ALTRON GUNDAM
HG 1/144 RISING FREEDOM GUNDAM [RECIRCULATION COLOR/NEON YELLOW],downloaded,HG 1_144 RISING FREEDOM GUNDAM [RECIRCULATION COLOR_NEON YELLOW]__efeefe7364.jpg,gunpla_hangar,STTS-909 Rising Freedom Gundam (Recirculation Color/Neon Yellow),https://gunplahangar.com/kits/hgce-stts-909-rising-freedom-gundam-recirculation-color-neon-yellow,https://gunplahangar.com/img/kits/hgce-stts-909-rising-freedom-gundam-recirculation-color-neon-yellow/box-art-800.jpg,source_model_code_hangar_exact,b2e4415b7465b2f135c5a32f21fda3639e57274bd59e7e6191f2a4f6ebe355f6,800,504,
HG 1/144 LIGHTNING BUSTER GUNDAM,downloaded,HG 1_144 LIGHTNING BUSTER GUNDAM__a8d04eb106.jpg,dalong,Lightning Buster Gundam,https://www.dalong.net/reviews/hg/h253/h253_p_e.htm,https://www.dalong.net/reviews/hg/h253/p/h253.jpg,exact,9e96568b7cc67724ca5546326e4a08d30d95150cea8e7873cd94ec0ed13cabe1,1200,753,
HG 1/144 GUNDAM AMAZING BARBATOS LUPUS,downloaded,HG 1_144 GUNDAM AMAZING BARBATOS LUPUS__37850042e1.jpg,dalong,HG Gundam Amazing Barbatos Lupus,https://www.dalong.net/reviews/bf/gbt11/gbt11_p_e.htm,https://www.dalong.net/reviews/bf/gbt11/p/gbt11.jpg,exact,4fba8c26610cc9c3a2f102bd680bb2f9b80075122d568d35280225ece88effaf,1200,758,
HG 1/144 THE GUNDAM BASE LIMITED GUNDAM CALIBARN [CLEAR COLOR],downloaded,HG 1_144 THE GUNDAM BASE LIMITED GUNDAM CALIBARN [CLEAR COLOR]__8964f310bc.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED GUNDAM CALIBARN [CLEAR COLOR],https://gunpla-hobby.com/gunpla/hg-1-144-hg-1-144-56b2e4,https://thumbnail.image.rakuten.co.jp/@0_mall/goodlifestore/cabinet/25060300-1/b0dbh5n98b.jpg,official_title_release_month,25a5e57499939e48e11ead5cf24ce86ae843a25f9f60129ea82a5b4a4e5a7959,350,350,
HG 1/144 DUEL BLITZ GUNDAM,downloaded,HG 1_144 DUEL BLITZ GUNDAM__c453a92713.jpg,dalong,Duel Blitz Gundam,https://www.dalong.net/reviews/hg/h252/h252_p_e.htm,https://www.dalong.net/reviews/hg/h252/p/h252.jpg,exact,4ff5d18429e1aaf271224673279195262aeb3f9c77206794639c45fe717def67,1200,752,
HG 1/144 MIGHTY STRIKE FREEDOM GUNDAM,downloaded,HG 1_144 MIGHTY STRIKE FREEDOM GUNDAM__7b0caee129.jpg,dalong,Mighty Strike Freedom Gundam,https://www.dalong.net/reviews/hg/h250/h250_p_e.htm,https://www.dalong.net/reviews/hg/h250/p/h250.jpg,exact,adc94fc11b29ae99da86b8479ad41c3ca632ab8a76e91bfba5b6f94b23c6c165,1200,747,
HG 1/144 RISING FREEDOM GUNDAM,downloaded,HG 1_144 RISING FREEDOM GUNDAM__c2f11a6900.jpg,dalong,Rising Freedom Gundam,https://www.dalong.net/reviews/hg/h243/h243_p_e.htm,https://www.dalong.net/reviews/hg/h243/p/h243.jpg,exact,71131cf69ce07d0a30d5bb3a22df85e23281cdbe0cedba63e0a7d7ebdb04c118,1200,750,
HG 1/144 GUNDAM AERIAL [CLEAR COLOR],not_found,,,,,,,,,,dalong: Gundam ~ Clear Color version | bandai_manual: GUNDAM AERIAL | dalong: Gundam Aerial
HG 1/144 GUNDAM CALIBARN,downloaded,HG 1_144 GUNDAM CALIBARN__ec047e91b2.jpg,dalong,Gundam Calibarn,https://www.dalong.net/reviews/hg/wmh26/wmh26_p_e.htm,https://www.dalong.net/reviews/hg/wmh26/p/wmh26.jpg,exact,a90c0158867be1bfac8002081c5233f9b9489d5d10f6cef6cff3e1b938f55620,1200,753,
MG 1/100 GUNDAM BARBATOS LUPUS,downloaded,MG 1_100 GUNDAM BARBATOS LUPUS__d47a032795.jpg,dalong,Gundam Barbatos Lupus,https://www.dalong.net/reviews/mg/m225/m225_p_e.htm,https://www.dalong.net/reviews/mg/m225/p/m225.jpg,exact,347a036b4ed1352834e96b43331ff7c67bb999d3e45e8a15742914d7754336fb,1500,1188,
MG 1/100 GUNDAM VIDAR,downloaded,MG 1_100 GUNDAM VIDAR__a16d2085b5.jpg,dalong,Gundam Vidar,https://www.dalong.net/reviews/mg/m224/m224_p_e.htm,https://www.dalong.net/reviews/mg/m224/p/m224.jpg,exact,1dfaa214e5149c6441bb1d16b3511997bb2454787aa8604da19734e4a0a495a1,1200,952,
MG 1/100 THE GUNDAM BASE LIMITED GUNDAM EXIA [CLEAR COLOR],downloaded,MG 1_100 THE GUNDAM BASE LIMITED GUNDAM EXIA [CLEAR COLOR]__8937935cc8.webp,gunpla_wiki,MG GN-001 Gundam Exia (Clear Color Ver.),https://gunpla.fandom.com/wiki/MG_GN-001_Gundam_Exia_%28Clear_Color_Ver.%29,https://static.wikia.nocookie.net/gunplabuilders/images/5/51/TGB-MG-Gundam-Exia-Clear-Color-box.jpg/revision/latest?cb=20241014014905,gundam_base_wiki_verified,1d05a9590f3e90a2042c54eec00abe8cb53858e2e90c52b38fc7e5c87159245e,767,1200,
MG 1/100 NARRATIVE GUNDAM C-PACKS Ver.Ka,downloaded,MG 1_100 NARRATIVE GUNDAM C-PACKS Ver.Ka__86041f95e5.jpg,dalong,"Narrative Gundam C-Packs ""Ver.Ka""",https://www.dalong.net/reviews/mg/m222/m222_p_e.htm,https://www.dalong.net/reviews/mg/m222/p/m222.jpg,exact,2a73d840bb4f2ad11c5546727910236a557515843436636487ed251fb99c487f,948,1200,
MG 1/100 ZETA GUNDAM Ver.Ka,downloaded,MG 1_100 ZETA GUNDAM Ver.Ka__b83a5721be.jpg,dalong,Zeta Gundam Ver.Ka,https://www.dalong.net/reviews/mg/m221/m221_p_e.htm,https://www.dalong.net/reviews/mg/m221/p/m221.jpg,exact,bfeb7415d0f0a62056b41ae081fbfb7527835f8d6f6cc9203d7ff53a7c16853e,945,1200,
MG 1/100 GUNDAM AERIAL (FULL MECHANICS),downloaded,MG 1_100 GUNDAM AERIAL (FULL MECHANICS)__7eea3dcf91.jpg,dalong,Gundam Aerial,https://www.dalong.net/reviews/hg/wmf01/wmf01_p_e.htm,https://www.dalong.net/reviews/hg/wmf01/p/wmf01.jpg,full_mechanics_catalog,88d25ede8dbedfbeae2ac9cfb32b8eaec024e4b0863355d8c8ea11ab59467073,772,1200,
MG 1/100 THE GUNDAM BASE LIMITED GUNDAM KYRIOS [CLEAR COLOR],downloaded,MG 1_100 THE GUNDAM BASE LIMITED GUNDAM KYRIOS [CLEAR COLOR]__5aac8b60d7.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED GUNDAM KYRIOS [CLEAR COLOR],https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-2b149e,https://thumbnail.image.rakuten.co.jp/@0_mall/zootrope/cabinet/04969792/imgrc0171806770.jpg,official_title_release_month,4305fddcdc3240105a7d0262512044d9050900d973a724803385d98425406be5,956,1192,
MG 1/100 THE GUNDAM BASE LIMITED UNICORN GUNDAM (LUMINOUS CRYSTAL BODY),downloaded,MG 1_100 THE GUNDAM BASE LIMITED UNICORN GUNDAM (LUMINOUS CRYSTAL BODY)__6d07140421.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED UNICORN GUNDAM (LUMINOUS CRYSTAL BODY),https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-ac1454,https://tshop.r10s.jp/zootrope/cabinet/04969792/imgrc0169402088.jpg,official_title_release_month,8a91fdc04d9e2775f862a1408948a3ee69a48dbe494fd4104524b01e6012af73,1200,1200,
MG 1/100 GUNDAM EXIA [RECIRCULATION COLOR/NEON PURPLE],not_found,,,,,,,,,,gunpla_hangar: GN-001 Gundam Exia (Recirculation Color / Neon Purple Ver.) | gunpla_wiki: MG GN-001 Gundam Exia (Recirculation Color / Neon Purple Ver.) | bandai_manual: GUNDAM EXIA
MG 1/100 THE GUNDAM BASE LIMITED GUNDAM DYNAMES [CLEAR COLOR],not_found,,,,,,,,,,bandai_manual: THE GUNDAM BASE LIMITED GUNDAM DYNAMES[CLEAR COLOR] | bandai_manual: THE GUNDAM BASE LIMITED GUNDAM EXIA [CLEAR COLOR] | bandai_manual: THE GUNDAM BASE LIMITED GUNDAM KYRIOS [CLEAR COLOR]
MG 1/100 GUNDAM VIRTUE,downloaded,MG 1_100 GUNDAM VIRTUE__629681839e.jpg,dalong,Gundam Virtue,https://www.dalong.net/reviews/mg/m218/m218_p_e.htm,https://www.dalong.net/reviews/mg/m218/p/m218.jpg,exact,d5524c21e2f9399f794954cca4e70fd5c99e6805b5fbb717cc2ff158edba5bc9,1200,652,
MG 1/100 THE GUNDAM BASE LIMITED RX-78-2 GUNDAM Ver.3.0 [TITANIUM FINISH],downloaded,MG 1_100 THE GUNDAM BASE LIMITED RX-78-2 GUNDAM Ver.3.0 [TITANIUM FINISH]__88f53eabed.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED RX-78-2 GUNDAM Ver.3.0 [TITANIUM FINISH],https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-rx-78-2-ver-e81337,https://thumbnail.image.rakuten.co.jp/@0_mall/zootrope/cabinet/08019852/imgrc0160480702.jpg,official_title_release_month,d9c4f5c92dd43c457f2809c9e4923dc24a55ce0859b038a442ab136b59302583,700,882,
MG 1/100 THE GUNDAM BASE LIMITED FREEDOM GUNDAM Ver.2.0 [SILVER COATING],downloaded,MG 1_100 THE GUNDAM BASE LIMITED FREEDOM GUNDAM Ver.2.0 [SILVER COATING]__b0a5ce7760.webp,gunpla_wiki,MG ZGMF-X10A Freedom Gundam (Ver. 2.0) (Silver Coating),https://gunpla.fandom.com/wiki/MG_ZGMF-X10A_Freedom_Gundam_%28Ver._2.0%29_%28Silver_Coating%29,https://static.wikia.nocookie.net/gunplabuilders/images/d/dd/MG-Freedom-Gundam-%28Ver-2.0%29-%28Silver-Coating%29-1.jpg/revision/latest?cb=20210327081309,gundam_base_wiki_verified,a10abd94b9e282e10bdac19d49ee069de670d0a02fcd33312ab8ba0431aad5a6,1200,1200,
MG 1/100 GUNDAM Mk-V,downloaded,MG 1_100 GUNDAM Mk-V__63a73408d6.webp,gunpla_wiki,MG ORX-013 Gundam Mk-V,https://gunpla.fandom.com/wiki/MG_ORX-013_Gundam_Mk-V,https://static.wikia.nocookie.net/gunplabuilders/images/c/ca/MG-Gundam-Mk-V-box.jpg/revision/latest?cb=20210305044254,source_model_code_cross_source,e14f4494f5c42fb2ac6b43994ba713e7da902f1f0304505e65626e628b13c49b,955,1200,
MG 1/100 THE GUNDAM BASE LIMITED OZ-13MS GUNDAM EPYON EW [SPECIAL COATING],downloaded,MG 1_100 THE GUNDAM BASE LIMITED OZ-13MS GUNDAM EPYON EW [SPECIAL COATING]__f0e5319fe1.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED OZ-13MS GUNDAM EPYON EW [SPECIAL COATING],https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-ew-336094,https://tshop.r10s.jp/zootrope/cabinet/07869474/imgrc0154686535.jpg,official_title_release_month,936337d80ea1b25e51a36ce6b740b7ebaa7a802c06c96fadacb60aeb48f048e6,3668,2912,
MG 1/100 WING GUNDAM ZERO EW Ver.Ka,downloaded,MG 1_100 WING GUNDAM ZERO EW Ver.Ka__4d36904fb7.jpg,dalong,Wing Gundam Zero EW Ver.Ka,https://www.dalong.net/reviews/mg/m215/m215_p_e.htm,https://www.dalong.net/reviews/mg/m215/p/m215.jpg,exact,93c6c0e0b085827c9807c111e952b3a24c64ac31dcb24d9a711447f3ad6834fd,1200,966,
MG 1/100 THE GUNDAM BASE LIMITED GUNDAM BARBATOS [CLEAR COLOR],downloaded,MG 1_100 THE GUNDAM BASE LIMITED GUNDAM BARBATOS [CLEAR COLOR]__4ce8f580ec.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED GUNDAM BARBATOS [CLEAR COLOR],https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-3b51d7,https://thumbnail.image.rakuten.co.jp/@0_mall/goodlifestore/cabinet/26022500-1/b09tp5j9k3.jpg,official_title_release_month,b291afdcccd4ddddd7590e2ae8cb2afe496dd6d74ec517895f3483a4cdc880b0,277,350,
MG 1/100 THE GUNDAM BASE LIMITED V2 ASSAULT BUSTER GUNDAM Ver.Ka [TITANIUM FINISH],downloaded,MG 1_100 THE GUNDAM BASE LIMITED V2 ASSAULT BUSTER GUNDAM Ver.Ka [TITANIUM FINISH]__7382f5d71a.jpg,gunpla_hobby,GUNDAM BASE LIMITED V2 ASSAULT BUSTER GUNDAM VER.KA [TITANIUM FINISH],https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-v2-ver-ka-573d4f,https://tshop.r10s.jp/zootrope/cabinet/07655638/imgrc0149226652.jpg,official_title_release_month,b896a4bcadae8727ea78866e8fb71bffe1d98c36e582501a6b1651e5b1cde06d,560,560,
MG 1/100 TALLGEESE III [SPECIAL COATING],not_found,,,,,,,,,,bandai_manual: TALLGEESE III | dalong: Tallgeese III | gunpla_hobby: TALLGEESE III
MG 1/100 THE GUNDAM BASE LIMITED RX-78-2 GUNDAM Ver.3.0 [THE GUNDAM BASE COLOR],not_found,,,,,,,,,,bandai_manual: THE GUNDAM BASE LIMITED RX-78-2 GUNDAM Ver.3.0 [THE GUNDAM BASE COLOR] | bandai_manual: THE GUNDAM BASE LIMITED RX-78-2 GUNDAM Ver.3.0 [TITANIUM FINISH] | gunpla_hobby: THE GUNDAM BASE LIMITED RX-78-2 GUNDAM Ver.3.0 [TITANIUM FINISH]
MG 1/100 THE GUNDAM BASE LIMITED UNICORN GUNDAM PERFECTIBILITY,downloaded,MG 1_100 THE GUNDAM BASE LIMITED UNICORN GUNDAM PERFECTIBILITY__ffc8364886.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED UNICORN GUNDAM PERFECTIBILITY,https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-21d708,https://tshop.r10s.jp/zootrope/cabinet/07655623/imgrc0139281569.jpg,official_title_release_month,0595e3e7b23cd5a5d3422416b4efe2b96eb17e5ca4df73b5201677d63182cb10,1200,1200,
MG 1/100 GUNDAM DYNAMES,downloaded,MG 1_100 GUNDAM DYNAMES__69818aa657.jpg,dalong,Gundam Dynames,https://www.dalong.net/reviews/mg/m207/m207_p_e.htm,https://www.dalong.net/reviews/mg/m207/p/m207.jpg,exact,bb9e924b50a647d69107f4e0fd846cb7546865e9ea9fc4fb1272072fe17fa446,1200,952,
MG 1/100 UNICORN GUNDAM 03 PHENEX (NARRATIVE Ver.),not_found,,,,,,,,,,bandai_manual: UNICORN GUNDAM 03 PHENEX (NARRATIVE Ver.) | gunpla_hobby: UNICORN GUNDAM 03 PHENEX (NARRATIVE Ver.) | bandai_manual: UNICORN GUNDAM 03 PHENEX
MG 1/100 00 QAN[T] FULL SABER,downloaded,MG 1_100 00 QAN[T] FULL SABER__ae8bfa7142.jpg,dalong,00 QAN[T] Full Saber,https://www.dalong.net/reviews/mg/m205/m205_p_e.htm,https://www.dalong.net/reviews/mg/m205/p/m205.jpg,exact,597a1f15e16563037ff42d216332580ce7f53bc2b01c2c6c456f397025278029,1200,948,
MG 1/100 PROVIDENCE GUNDAM,downloaded,MG 1_100 PROVIDENCE GUNDAM__2db9beab82.jpg,dalong,Providence Gundam,https://www.dalong.net/reviews/mg/m196/m196_p_e.htm,https://www.dalong.net/reviews/mg/m196/p/m196.jpg,exact,ea2db78853cb12afdd34ccf6513722a9c18677efad7d77cb83b337c31ee11fb0,238,300,
RG 1/144 WING GUNDAM ZERO,downloaded,RG 1_144 WING GUNDAM ZERO__cc02240183.jpg,dalong,Wing Gundam Zero,https://www.dalong.net/reviews/rg/rg43/rg43_p_e.htm,https://www.dalong.net/reviews/rg/rg43/p/rg43.jpg,exact,4a22b11b400b44825c6742ee99fb6d52725c857073db504f2c8c3406a0113b72,1200,765,
RG 1/144 SHINING GUNDAM,downloaded,RG 1_144 SHINING GUNDAM__7f4859954e.jpg,dalong,Shining Gundam,https://www.dalong.net/reviews/rg/rg42/rg42_p_e.htm,https://www.dalong.net/reviews/rg/rg42/p/rg42.jpg,exact,e5d2ba2566e4e31a825353f8dbf79d3e049b51579934b9616ecba8b1836d71ca,1200,732,
RG 1/144 ν GUNDAM (with double fin funnel),not_found,,,,,,,,,,bandai_manual: ν GUNDAM DOUBLE FIN FUNNEL TYPE | gunpla_hobby: ν GUNDAM DOUBLE FIN FUNNEL TYPE | dalong: Nu Gundam Fin Funnel Effect Set
RG 1/144 THE GUNDAM BASE LIMITED SAZABI [MECHANICAL CORE PLATING],downloaded,RG 1_144 THE GUNDAM BASE LIMITED SAZABI [MECHANICAL CORE PLATING]__bbf5abeaf6.webp,gunpla_wiki,RG MSN-04 Sazabi (Mechanical Core Plating),https://gunpla.fandom.com/wiki/RG_MSN-04_Sazabi_%28Mechanical_Core_Plating%29,https://static.wikia.nocookie.net/gunplabuilders/images/b/bc/TGB-RG-Sazabi-%28Mechanical-Core-Plating%29-box.jpg/revision/latest?cb=20241216152637,gundam_base_wiki_verified,678021f4dced3901712e46721d5cb46a4081ace8139e13bcf80953612f7bbc65,1200,954,
RG 1/144 AKATSUKI GUNDAM OOWASHI UNIT,downloaded,RG 1_144 AKATSUKI GUNDAM OOWASHI UNIT__f6914409da.jpg,dalong,Akatsuki Gundam Oowashi unit,https://www.dalong.net/reviews/rg/rg41/rg41_p_e.htm,https://www.dalong.net/reviews/rg/rg41/p/rg41.jpg,exact,012c8d19753d2cbc503d3cf00fc64b0d258c7af1d7f6255e2814d3fd6a16e38e,1200,954,
RG 1/144 THE GUNDAM BASE LIMITED ZEONG [SPECIAL COATING],downloaded,RG 1_144 THE GUNDAM BASE LIMITED ZEONG [SPECIAL COATING]__64aac8e986.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED ZEONG [SPECIAL COATING],https://gunpla-hobby.com/gunpla/rg-1-144-rg-1-144-5570e6,https://tshop.r10s.jp/zootrope/cabinet/07655638/imgrc0189823616.jpg,official_title_release_month,fc8dec4560218cd8d3fc39ac2222dc6fad9da432d0701ba66312696000469ea3,1080,866,
RG 1/144 RX-78-2 GUNDAM Ver.2.0,downloaded,RG 1_144 RX-78-2 GUNDAM Ver.2.0__d3190131d3.jpg,gunpla_gallery,RX-78-2 Gundam Ver.2.0,https://gunplagallery.com/kits/46638-rg-rx-78-2-gundam-ver-2-0,https://s3.amazonaws.com/gunplagallery/catalog/46638_original_RG_Gundam_Ver.2.0.jpg,exact,287c94eac3f5082a36013989244cc27d40809de2a26589aa1eff3e6c1f6db7e9,2048,1249,
RG 1/144 FORCE IMPULSE GUNDAM Spec II,downloaded,RG 1_144 FORCE IMPULSE GUNDAM Spec II__e4aeb91033.jpg,dalong,Force Impulse Gundam Spec II,https://www.dalong.net/reviews/rg/rg39/rg39_p_e.htm,https://www.dalong.net/reviews/rg/rg39/p/rg39.jpg,exact,71aa46a151f67d7c239f0fffed0822708ffdb55122f4ceb3c93195c24667de28,1200,732,
RG 1/144 THE GUNDAM BASE LIMITED ZGMF-X10A FREEDOM GUNDAM Ver.GCP,downloaded,RG 1_144 THE GUNDAM BASE LIMITED ZGMF-X10A FREEDOM GUNDAM Ver.GCP__5d1d6ce7e2.jpg,gunpla_hobby,GUNDAM BASE LIMITED ZGMF-X10A FREEDOM GUNDAM VER.GCP,https://gunpla-hobby.com/gunpla/rg-1-144-rg-1-144-zgmf-x10a-v-3010ce,https://thumbnail.image.rakuten.co.jp/@0_mall/otakarasouko/cabinet/_1193/1240019527609_1.jpg,official_title_release_month,036be64a55270b5c34c1c6bcb8bc0b5e65a889f66f518b3b71577097a184f01b,600,600,
RG 1/144 GUNDAM EPYON,downloaded,RG 1_144 GUNDAM EPYON__61e5144b74.jpg,dalong,Gundam Epyon,https://www.dalong.net/reviews/rg/rg38/rg38_p_e.htm,https://www.dalong.net/reviews/rg/rg38/p/rg38.jpg,exact,a48cf2dfed979191c1f65768034a744106f63d3d40e4d1140d0727dc8efbb9f7,1200,726,
RG 1/144 THE GUNDAM BASE LIMITED RX-0 UNICORN GUNDAM (FINAL BATTLE Ver.) [SPECIAL COATING],downloaded,RG 1_144 THE GUNDAM BASE LIMITED RX-0 UNICORN GUNDAM (FINAL BATTLE Ver.) [SPECIAL COATING]__53f3ff568b.jpg,gunpla_hobby,THE GUNDAM BASE LIMITED RX-0 UNICORN GUNDAM (FINAL BATTLE Ver.) [SPECIAL COATING],https://gunpla-hobby.com/gunpla/rg-1-144-rg-1-144-rx-0-f53e9f,https://tshop.r10s.jp/zootrope/cabinet/07655623/imgrc0181693808.jpg,official_title_release_month,7e84ea15b9eb8d73bb69ff514a931b5d69576f6109cacd83c169b7d7267b6dec,1199,955,
