canonical_name,status,file_name,source,source_title,source_page_url,image_url,match_method,sha256,width,height,notes
RG 1/144 00 GUNDAM SEVEN SWORD/G INSPECTION,downloaded,RG 1_144 00 GUNDAM SEVEN SWORD_G INSPECTION__d599488707.webp,gunpla_wiki,RG GN-0000GNHW/7SGD2 00 Gundam Seven Sword/G Inspection,https://gunpla.fandom.com/wiki/RG_GN-0000GNHW/7SGD2_00_Gundam_Seven_Sword/G_Inspection,https://static.wikia.nocookie.net/gunplabuilders/images/7/79/RG-00-Gundam-Seven-Sword-G-Inspection-box.jpg/revision/latest?cb=20201119075516,source_model_code_wiki_release,1c96cda545d245ed5cb455ef1a649fec7fd3ba0b51cf82eee20ffe7e6a9c61c4,1500,968,
PG 1/60 00GUNDAM SEVEN SWORD/G INSPECTION,not_found,,,,,,,,,,bandai_manual: 00GUNDAM SEVEN SWORD/G INSPECTION | dalong: 00 Gundam Seven Sword/G Inspection | bandai_manual: 00 GUNDAM SEVEN SWORD/G
HG 1/144 1.5 GUNDAM,downloaded,HG 1_144 1.5 GUNDAM__59e1e32f99.jpg,dalong,1.5 Gundam,https://www.dalong.net/reviews/00/0h63/0h63_p_e.htm,https://www.dalong.net/reviews/00/0h63/p/0h63.jpg,exact,5660f11c4feb025f1810f7ec55ebcb33c52a2a65265af2e25a4bd2a8e6817057,290,174,
MG 1/100 00 GUNDAM SEVEN SWORD/G INSPECTION,not_found,,,,,,,,,,bandai_manual: 00 GUNDAM SEVEN SWORD/G INSPECTION | dalong: 00 Gundam Seven Sword/G Inspection | gunpla_hobby: 00 GUNDAM SEVEN SWORD/G INSPECTION
RG 1/144 CASVAL’S GUNDAM,downloaded,RG 1_144 CASVAL’S GUNDAM__86e868f6c0.webp,gunpla_wiki,RG RX-78/C.A. Casval's Gundam,https://gunpla.fandom.com/wiki/RG_RX-78/C.A._Casval%27s_Gundam,https://static.wikia.nocookie.net/gunplabuilders/images/4/47/RG-Casval%27s-Gundam-boxart.jpg/revision/latest?cb=20220422133759,source_model_code_cross_source,a7c03a5796fac5df25c621c5150b3e678a91093b30262067dda56c4aaadfd62a,3664,2222,
HG 1/144 598'S MONKEY RODI / MONKEY CRAB RODI,downloaded,HG 1_144 598'S MONKEY RODI _ MONKEY CRAB RODI__df564952c9.jpg,dalong,598's Monkey Rodi / Monkey Crab Rodi,https://www.dalong.net/reviews/ib/ibh46/ibh46_p_e.htm,https://www.dalong.net/reviews/ib/ibh46/p/ibh46.jpg,exact,75f9f74a93789095bd5c9b6f7504dcc74c2a4aa6fd07a95dfb4720a9d8cd37be,1500,942,
MG 1/100 ACGUY,downloaded,MG 1_100 ACGUY__6ba1a8620e.jpg,bandai_manual,ACGUY,https://manual.bandai-hobby.net/menus/detail/535,https://bandai-hobby.net/images/157_570_s_li8j249xup048b8f4yv6j51vljjg.jpg,official_exact,c48ae8e2b7cf63463c289c258637db92b5eeb78d22c369bb6381df78daca4bdb,1200,1200,
RG 1/144 CROSSBONE GUNDAM X1,downloaded,RG 1_144 CROSSBONE GUNDAM X1__3b0c8cbd2e.jpg,dalong,Crossbone Gundam X1,https://www.dalong.net/reviews/rg/rg31/rg31_p_e.htm,https://www.dalong.net/reviews/rg/rg31/p/rg31.jpg,exact,46265546a83987f2007f1bbf01054b977a4397408b9d3a088d484ef2f6146989,1188,714,
HG 1/144 ACCELERATE GN-X,downloaded,HG 1_144 ACCELERATE GN-X__991275cc5f.jpg,gunpla_hangar,GNX-803ACC Accelerate GN-X,https://gunplahangar.com/kits/hgbf-gnx-803acc-accelerate-gn-x,https://gunplahangar.com/img/kits/hgbf-gnx-803acc-accelerate-gn-x/box-art-800.jpg,source_model_code_hangar_exact,33e45f7aec8483eb74c0c5789864c2d1cebefe0b94d3072e27a4397c4772c884,600,371,
MG 1/100 ADVANCED GN-X,downloaded,MG 1_100 ADVANCED GN-X__031775b525.webp,gunpla_wiki,MG GNX-604T Advanced GN-X,https://gunpla.fandom.com/wiki/MG_GNX-604T_Advanced_GN-X,https://static.wikia.nocookie.net/gunplabuilders/images/3/3a/MG-Advanced-GN-X-box.jpg/revision/latest?cb=20250522102017,source_model_code_wiki_release,dd7a91549539dea1d965ee1ab7e1170c39d82a9e8183a2bda4dabe661ffba83e,600,480,
RG 1/144 FORCE IMPULSE GUNDAM,downloaded,RG 1_144 FORCE IMPULSE GUNDAM__2b3a2a6cc9.jpg,dalong,Force Impulse Gundam,https://www.dalong.net/reviews/rg/rg33/rg33_p_e.htm,https://www.dalong.net/reviews/rg/rg33/p/rg33.jpg,exact,4725a481b9efcaa6d45216e7df13dee05ea551823b2f44de05131fee5b8ecdd5,1200,732,
HG 1/144 ACGUY,downloaded,HG 1_144 ACGUY__acdaea9d09.jpg,dalong,Acguy,https://www.dalong.net/reviews/hg/h78/h78_p_e.htm,https://www.dalong.net/reviews/hg/h78/p/h78.jpg,exact,1f21b9136cb281df6f4551c7d9d90829d4e44c0d9a2254a94d4f5e3284fb2dd7,288,178,
MG 1/100 AEGIS GUNDAM,downloaded,MG 1_100 AEGIS GUNDAM__80fb0770fc.jpg,dalong,Aegis Gundam,https://www.dalong.net/reviews/mg/m160/m160_p_e.htm,https://www.dalong.net/reviews/mg/m160/p/m160.jpg,exact,a92acfb5d7e50314498a5492b5b9b66df56a269044c25c031633fc90f7648d34,300,239,
RG 1/144 FORCE IMPULSE GUNDAM DEACTIVE MODE,downloaded,RG 1_144 FORCE IMPULSE GUNDAM DEACTIVE MODE__96cc4eef7c.webp,gunpla_wiki,RG ZGMF-X56S/α Force Impulse Gundam (Deactive Mode),https://gunpla.fandom.com/wiki/RG_ZGMF-X56S/%CE%B1_Force_Impulse_Gundam_%28Deactive_Mode%29,https://static.wikia.nocookie.net/gunplabuilders/images/9/93/RG-Force-Impulse-Gundam-Deactive-Mode-box.jpg/revision/latest?cb=20260722162417,source_model_code_cross_source,0767816c06f2a0a5cbbedee19c22eaa52c673476ca21fda8560f942cb1a736dd,665,408,
HG 1/144 ACT ZAKU (KYCILIA’S FORCES),downloaded,HG 1_144 ACT ZAKU (KYCILIA’S FORCES)__156942f091.jpg,gunpla_gallery,YMS-11 Act Zaku (Kycilia's Forces),https://gunplagallery.com/kits/460-hg-yms-11-act-zaku-kycilia-s-forces-,https://s3.amazonaws.com/gunplagallery/catalog/460_original_HG_Act_Zaku_Kycilia_Forces.jpg,source_model_code_cross_source,71473a6685296fc912560324ad7bfc6c1ae57a7fa1195540122013fefea51645,1200,757,
MG 1/100 AILE CALAMITY GUNDAM (FULL MECHANICS),not_found,,,,,,,,,,bandai_manual: AILE CALAMITY GUNDAM (FULL MECHANICS) | bandai_manual: CALAMITY GUNDAM (FULL MECHANICS) | dalong: Aile Calamity Gundam
RG 1/144 FREEDOM GUNDAM -APEX LEGENDSTM Crypto Ver.-,not_found,,,,,,,,,,bandai_manual: FREEDOM GUNDAM -APEX LEGENDSTM Crypto Ver.- | bandai_manual: GUNDAM EPYON -APEX LEGENDSTM Alter Ver.- | bandai_manual: FREEDOM GUNDAM
HG 1/144 ADELE,downloaded,HG 1_144 ADELE__dc31bb8e54.jpg,gunpla_hangar,RGE-G1100 Adele,https://gunplahangar.com/kits/hgage-rge-g1100-adele,https://gunplahangar.com/img/kits/hgage-rge-g1100-adele/box-art-800.jpg,source_model_code_hangar_exact,a7186065426d37eda8bb4e26ac52b61f28e9337b11a1f1624918ceb1a38fb01e,800,504,
MG 1/100 AILE STRIKE GUNDAM,downloaded,MG 1_100 AILE STRIKE GUNDAM__3ca34f2f63.webp,gunpla_wiki,MG GAT-X105+AQM/E-X01 Aile Strike Gundam,https://gunpla.fandom.com/wiki/MG_GAT-X105%2BAQM/E-X01_Aile_Strike_Gundam,https://static.wikia.nocookie.net/gunplabuilders/images/8/8a/MG-Aile-Strike-Gundam-box.jpg/revision/latest?cb=20190521070853,source_model_code_cross_source,964137ac18c17d70513bd9bf10d9719d6fb431afc85ab3a470f1f67d7d9a9585,640,815,
RG 1/144 FX550 SKY GRASPER LAUNCHER / SWORD PACK,downloaded,RG 1_144 FX550 SKY GRASPER LAUNCHER _ SWORD PACK__b920ed6b74.webp,gunpla_wiki,RG FX-550 Skygrasper Launcher/Sword Pack,https://gunpla.fandom.com/wiki/RG_FX-550_Skygrasper_Launcher/Sword_Pack,https://static.wikia.nocookie.net/gunplabuilders/images/6/65/RG_Skygrasper_boxart.jpg/revision/latest?cb=20170623080211,exact,41583655c4a8bd12a64dfb0b865e65496109bb2f529bf1b4a31656d94e77e031,1500,919,
HG 1/144 ADELE (DIVA COLOR),downloaded,HG 1_144 ADELE (DIVA COLOR)__984b15236e.jpg,dalong,Adele : Diva Color,https://www.dalong.net/reviews/age/agh19/agh19_p_e.htm,https://www.dalong.net/reviews/age/agh19/p/agh19.jpg,exact,6bcbdb88eb63a54eeda04be5b30daeaf2264dec47c23b066377441d9eeb135b4,300,187,
MG 1/100 AILE STRIKE GUNDAM Ver. RM,downloaded,MG 1_100 AILE STRIKE GUNDAM Ver. RM__babc94282c.jpg,dalong,Aile Strike Gundam Ver. RM,https://www.dalong.net/reviews/mg/m169/m169_p_e.htm,https://www.dalong.net/reviews/mg/m169/p/m169.jpg,exact,c5f92ed888c9357d0ddd05b8818e689388f0ee8581ccb3d43c102c94c0143136,300,237,
RG 1/144 G-3 GUNDAM Ver.2.0,not_found,,,,,,,,,,bandai_manual: G-3 GUNDAM Ver.2.0 | gunpla_hobby: G-3 GUNDAM Ver.2.0 | dalong: G3 Gundam Ver.2.0
HG 1/144 ADVANCED GN-X,downloaded,HG 1_144 ADVANCED GN-X__72f22a862d.jpg,gunpla_hangar,GNX-604T Advanced GN-X,https://gunplahangar.com/kits/hg00-gnx-604t-advanced-gn-x,https://gunplahangar.com/img/kits/hg00-gnx-604t-advanced-gn-x/box-art-800.jpg,source_model_code_hangar_exact,e4163b29d0cb17cc7e207d4f39b7146605cd9846868be43d1f9a281ba084c056,779,501,
MG 1/100 ALTRON GUNDAM EW,downloaded,MG 1_100 ALTRON GUNDAM EW__ed3a159e6e.jpg,gunpla_hobby,ALTRON GUNDAM EW,https://gunpla-hobby.com/gunpla/mg-1-100-1-100-ceaa72,https://tshop.r10s.jp/rmcbigban/cabinet/item20260210/1013103713448-1.jpg,official_title_release_month,055d25684c1f83fdba566ec48c1400ab19d9682fcd4cd18162c0abb3ba7df63f,1600,1600,
RG 1/144 GAT-X105 STRIKE GUNDAM,downloaded,RG 1_144 GAT-X105 STRIKE GUNDAM__33fa796100.webp,gunpla_wiki,RG GAT-X105 Strike Gundam,https://gunpla.fandom.com/wiki/RG_GAT-X105_Strike_Gundam,https://static.wikia.nocookie.net/gunplabuilders/images/0/07/RG-Strike-Gundam-box.jpg/revision/latest?cb=20190404130617,exact,36189d011525f5b7e8ee0fefcd787f8a3cbb80c034164703e412599bf33c9224,1483,933,
HG 1/144 AEU ENACT Demonstration Color,downloaded,HG 1_144 AEU ENACT Demonstration Color__ad6c36c990.jpg,dalong,AEU Enact Demonstration Color,https://www.dalong.net/reviews/00/0h19/0h19_p_e.htm,https://www.dalong.net/reviews/00/0h19/p/0h19.jpg,exact,468c9afa1ef0a65b7f5e1ccce4eb51c79255636033bf47e8c53c3bec077a3ca4,292,179,
MG 1/100 AMX-004 QUBELEY,downloaded,MG 1_100 AMX-004 QUBELEY__51548ef2c0.jpg,gunpla_gallery,AMX-004 Qubeley,https://gunplagallery.com/kits/1200-mg-amx-004-qubeley,https://s3.amazonaws.com/gunplagallery/catalog/1200_original_Mg-amx-004.jpg,exact,7127cf348680642762deae938d156a2ab29056c1b01ac0896d527fd9698c61d6,1024,1308,
RG 1/144 GAT-X105 STRIKE GUNDAM DEACTIVE MODE,downloaded,RG 1_144 GAT-X105 STRIKE GUNDAM DEACTIVE MODE__7193cfb0b2.webp,gunpla_wiki,RG GAT-X105 Strike Gundam (Deactive Mode),https://gunpla.fandom.com/wiki/RG_GAT-X105_Strike_Gundam_%28Deactive_Mode%29,https://static.wikia.nocookie.net/gunplabuilders/images/d/d2/RG_Strike_Deactive_boxart.jpg/revision/latest?cb=20191119134616,exact,d131c08741761d0b3e77ae119d84c2ec694f9e1d06da77c138e83cc950a7a8a9,953,605,
HG 1/144 AHEAD,downloaded,HG 1_144 AHEAD__760058ca42.jpg,dalong,Ahead,https://www.dalong.net/reviews/00/0h25/0h25_p_e.htm,https://www.dalong.net/reviews/00/0h25/p/0h25.jpg,exact,79a5af54cfb55d3aa5c86d62fc8614157b9ee2c56be7cb746cc1bc3e9d97b3d9,292,183,
MG 1/100 ASTRAY RED FRAME REVISE,downloaded,MG 1_100 ASTRAY RED FRAME REVISE__c336d6e1e6.jpg,gunpla_hobby,ASTRAY RED FRAME REVISE,https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-70fa19,https://thumbnail.image.rakuten.co.jp/@0_mall/mediaworldkaitoriworld/cabinet/6317/6/cg63176887.jpg,official_title_release_month,75a8cc928adc1d1daa26447d930f3253d944e06df3ad72f27e05dd074921da6a,1600,1600,
RG 1/144 GUNDAM ASTRAY BLUE FRAME,downloaded,RG 1_144 GUNDAM ASTRAY BLUE FRAME__13031a356d.webp,gunpla_wiki,RG MBF-P03 Gundam Astray Blue Frame,https://gunpla.fandom.com/wiki/RG_MBF-P03_Gundam_Astray_Blue_Frame,https://static.wikia.nocookie.net/gunplabuilders/images/5/5d/RG-Gundam-Astray-Blue-Frame-box.jpg/revision/latest?cb=20190525162916,source_model_code_wiki_release,044c08525f90e79bcd262f35a46b0e147a30128196d3755b556e3a12cbc667aa,512,320,
HG 1/144 AHEAD SMULTRON,downloaded,HG 1_144 AHEAD SMULTRON__fafa4172c1.jpg,dalong,Ahead Smultron,https://www.dalong.net/reviews/00/0h41/0h41_p_e.htm,https://www.dalong.net/reviews/00/0h41/p/0h41.jpg,exact,7f56995379222c47ba87a1bd4f15a3339eff159f0834d16c06afb53aff730bca,289,181,
MG 1/100 BALL (08 TEAM VER.),downloaded,MG 1_100 BALL (08 TEAM VER.)__d06b70c343.jpg,bandai_manual,BALL (08 TEAM VER.),https://manual.bandai-hobby.net/menus/detail/534,https://bandai-hobby.net/images/157_549_s_ln7l9csfbq26vhqfktzfvpp1ghti.jpg,official_exact,149434537e966f59c197c4d89b2dcae3d66485ffaaa26317ede6f98ce90b222d,1200,1200,
RG 1/144 GUNDAM ASTRAY GOLD FRAME,downloaded,RG 1_144 GUNDAM ASTRAY GOLD FRAME__5226c93d5e.webp,gunpla_wiki,RG MBF-P01 Gundam Astray Gold Frame,https://gunpla.fandom.com/wiki/RG_MBF-P01_Gundam_Astray_Gold_Frame,https://static.wikia.nocookie.net/gunplabuilders/images/e/e5/RG-Gundam-Astray-Gold-Frame-box.jpg/revision/latest?cb=20190526032951,source_model_code_wiki_release,ab4e32453efb89757df75da33e3afd56d1c4257797f4548c97b241d87733d00f,512,310,
HG 1/144 AILE STRIKE GUNDAM,downloaded,HG 1_144 AILE STRIKE GUNDAM__fc82209c73.jpg,gunpla_gallery,GAT-X105+AQM/E-X01 Aile Strike Gundam,https://gunplagallery.com/kits/781-hg-gat-x105-aqm-e-x01-aile-strike-gundam,https://s3.amazonaws.com/gunplagallery/catalog/781_original_Hguc_171.jpg,source_model_code_cross_source,5aab2c76583b7e60688d7d6e98884b4ea24731e3cf6eb5586d51a431cd172a2e,1023,646,
MG 1/100 BALL IGLOO VERSION,downloaded,MG 1_100 BALL IGLOO VERSION__eb2c9567dc.jpg,bandai_manual,BALL IGLOO VERSION,https://manual.bandai-hobby.net/menus/detail/541,https://bandai-hobby.net/images/157_663_s_27ebjk4oth7p0j8wz4gfxrx4q3wt.jpg,official_exact,e11d8f817fa3febd9aaa5c98c9ca7845ebf84631b86e669aae5ccb69b7ad17ec,1200,1200,
RG 1/144 GUNDAM ASTRAY GOLD FRAME AMATSU,downloaded,RG 1_144 GUNDAM ASTRAY GOLD FRAME AMATSU__724c4df953.webp,gunpla_wiki,RG MBF-P01-ReAMATU Gundam Astray Gold Frame Amatsu,https://gunpla.fandom.com/wiki/RG_MBF-P01-ReAMATU_Gundam_Astray_Gold_Frame_Amatsu,https://static.wikia.nocookie.net/gunplabuilders/images/8/81/RG-Gundam-Astray-Gold-Frame-Amatsu-box.jpg/revision/latest?cb=20200226031935,source_model_code_cross_source,1309b5d33b6c2cd53ab1b6582d749bd1c108eb2ea583664dc4fd0b188fe1b45c,512,310,
HG 1/144 al-Saache's AEU ENACT CUSTOM Moralia Development experiment type,downloaded,HG 1_144 al-Saache's AEU ENACT CUSTOM Moralia Development experiment type__3206fc9a85.jpg,bandai_manual,al-Saache's AEU ENACT CUSTOM Moralia Development experiment type,https://manual.bandai-hobby.net/menus/detail/912,https://bandai-hobby.net/images/156_1844_o_1bblt0upeklhdtam7515i51toj2i.jpg,official_exact,9a58b2b7b4875420498913ba342b439e18deeeb7380492303cd61c3b6bbc73ab,1200,1200,
MG 1/100 BALL Ver. Ka,downloaded,MG 1_100 BALL Ver. Ka__81d365feae.jpg,bandai_manual,BALL Ver. Ka,https://manual.bandai-hobby.net/menus/detail/531,https://bandai-hobby.net/images/158_508_s_jxjdug7ti6z8uyk1686fr7vj16sf.jpg,official_exact,0d9950bf86bcaa71611970221ad2b055c04930970d35558a8eeba2bdae8fc4e1,1200,1200,
RG 1/144 Gundam Astray Gold Frame Amatsu Hana,downloaded,RG 1_144 Gundam Astray Gold Frame Amatsu Hana__4060ffb547.webp,gunpla_wiki,RG MBF-P01-Re3 Gundam Astray Gold Frame Amatsu Hana,https://gunpla.fandom.com/wiki/RG_MBF-P01-Re3_Gundam_Astray_Gold_Frame_Amatsu_Hana,https://static.wikia.nocookie.net/gunplabuilders/images/4/4c/RG_Gold_Frame_Amatsu_Hana_boxart.jpg/revision/latest?cb=20191113084623,source_model_code_wiki_release,3e6f08650eb2bcac1b2d007e796cd25e4726aadff12400fd6df64e0daa664582,800,503,
HG 1/144 al-Saachez's AEU ENACT CUSTOM AGRISSA TYPE,downloaded,HG 1_144 al-Saachez's AEU ENACT CUSTOM AGRISSA TYPE__f045e5741d.jpg,dalong,al-Saachez's AEU Enact Custom Agrissa type,https://www.dalong.net/reviews/00/0h17/0h17_p_e.htm,https://www.dalong.net/reviews/00/0h17/p/0h17.jpg,exact,65935a6b66a25535f7464f67e3293c42b450717450ff6d9587fb5b6d7b11c5af,292,180,
MG 1/100 BLAST IMPULSE GUNDAM,downloaded,MG 1_100 BLAST IMPULSE GUNDAM__db71fb10a6.webp,gunpla_wiki,MG ZGMF-X56S/γ Blast Impulse Gundam,https://gunpla.fandom.com/wiki/MG_ZGMF-X56S/%CE%B3_Blast_Impulse_Gundam,https://static.wikia.nocookie.net/gunplabuilders/images/1/17/MG-Blast-Impulse-Gundam-box.jpg/revision/latest?cb=20200121125930,source_model_code_cross_source,5f2e35e5dd22f29c494c0273a78b54c1ae74c82d145256d096092732930bf3e2,800,636,
RG 1/144 GUNDAM ASTRAY GOLD FRAME AMATSU MINA,downloaded,RG 1_144 GUNDAM ASTRAY GOLD FRAME AMATSU MINA__a3fd8687f2.jpg,dalong,Gundam Astray Gold Frame Amatsu Mina,https://www.dalong.net/reviews/rg/rg24/rg24_p_e.htm,https://www.dalong.net/reviews/rg/rg24/p/rg24.jpg,exact,908185f6856e92620230484dd9677207827cbe8545df4fec04821ad0d50f290e,300,183,
HG 1/144 ALYZEUS,downloaded,HG 1_144 ALYZEUS__95ee262aec.jpg,dalong,Alyzeus,https://www.dalong.net/reviews/hg/h265/h265_p_e.htm,https://www.dalong.net/reviews/hg/h265/p/h265.jpg,exact,1ea223cd84554af36c662e3683b881aa83ae6e72e3a5d0a9cdd836afb05eb74f,1500,999,
MG 1/100 BLAZE ZAKU PHANTOM (DEARKA ELTHMAN CUSTOM),not_found,,,,,,,,,,bandai_manual: BLAZE ZAKU PHANTOM (DEARKA ELTHMAN CUSTOM) | dalong: Blaze Zaku Phantom (Dearka Elthman Custom) | gunpla_hobby: BLAZE ZAKU PHANTOM (DEARKA ELTHMAN CUSTOM)
RG 1/144 GUNDAM ASTRAY RED DRAGON,downloaded,RG 1_144 GUNDAM ASTRAY RED DRAGON__b5ed19f038.jpg,gunpla_hobby,GUNDAM ASTRAY RED DRAGON,https://gunpla-hobby.com/gunpla/rg-1-144-rg-1-144-411242,https://thumbnail.image.rakuten.co.jp/@0_mall/hsalpha/cabinet/t15/fft0007261.jpg,official_title_release_month,43e2793df54d012b8de1a1506b1909dbf8704b9073f275b017b77954afcde0b2,1500,1167,
HG 1/144 AMAZING STRIKE FREEDOM GUNDAM,downloaded,HG 1_144 AMAZING STRIKE FREEDOM GUNDAM__5c720af3cf.jpg,dalong,Amazing Strike Freedom Gundam,https://www.dalong.net/reviews/bf/bf53/bf53_p_e.htm,https://www.dalong.net/reviews/bf/bf53/p/bf53.jpg,exact,c7ef7346cfa89f2d5f9d8c7a0182630c12ec7d08cc4e71d21a252468b6d18818,300,189,
MG 1/100 BLAZE ZAKU PHANTOM / BLAZE ZAKU WARRIOR,downloaded,MG 1_100 BLAZE ZAKU PHANTOM _ BLAZE ZAKU WARRIOR__34480ece6c.webp,gunpla_wiki,MG ZGMF-1001/M Blaze ZAKU Phantom/Blaze ZAKU Warrior,https://gunpla.fandom.com/wiki/MG_ZGMF-1001/M_Blaze_ZAKU_Phantom/Blaze_ZAKU_Warrior,https://static.wikia.nocookie.net/gunplabuilders/images/d/da/MG-Blaze-ZAKU-Warrior-Phantom-Box.jpg/revision/latest?cb=20210226052921,source_model_code_cross_source,38c6b4f892642b7c10d643d62cdb6dcba647211f57aaed72c6b833b1c96a8342,780,620,
RG 1/144 GUNDAM EPYON -APEX LEGENDSTM Alter Ver.-,not_found,,,,,,,,,,bandai_manual: GUNDAM EPYON -APEX LEGENDSTM Alter Ver.- | bandai_manual: FREEDOM GUNDAM -APEX LEGENDSTM Crypto Ver.- | bandai_manual: GUNDAM EPYON
HG 1/144 AMAZING Z’GOK,downloaded,HG 1_144 AMAZING Z’GOK__66ba6b1568.jpg,gunpla_hangar,MSM-07-A Amazing Z'Gok,https://gunplahangar.com/kits/hgbf-msm-07-a-amazing-zgok,https://gunplahangar.com/img/kits/hgbf-msm-07-a-amazing-zgok/box-art-800.jpg,source_model_code_hangar_exact,cc6964b3d9e52401a9c8d9e6699eb35647a5ceade65683424fbfecfec7fc89e8,512,323,
MG 1/100 BLITZ GUNDAM,downloaded,MG 1_100 BLITZ GUNDAM__c90e9d5d22.jpg,dalong,Blitz Gundam,https://www.dalong.net/reviews/mg/m157/m157_p_e.htm,https://www.dalong.net/reviews/mg/m157/p/m157.jpg,exact,cad0273ce74498bf0d57cd5321c9df98bc2d8c1c1b8d7d0b67d2aa5b61dcffc2,300,240,
RG 1/144 GUNDAM EXIA,downloaded,RG 1_144 GUNDAM EXIA__ddb9b72613.jpg,dalong,Gundam Exia,https://www.dalong.net/reviews/rg/rg15/rg15_p_e.htm,https://www.dalong.net/reviews/rg/rg15/p/rg15.jpg,exact,5557123e77d124e483172ba98b518062ce079f14d3e8ab997361096b74065f14,300,179,
HG 1/144 AMIDA'S HYAKUREN,downloaded,HG 1_144 AMIDA'S HYAKUREN__e420f59d32.jpg,dalong,Amida's Hyakuren,https://www.dalong.net/reviews/ib/ibh10/ibh10_p_e.htm,https://www.dalong.net/reviews/ib/ibh10/p/ibh10.jpg,exact,7688280a5dc4462aeab0eb74f99b0b2943eafb15234095800474ca4b0126a994,300,189,
MG 1/100 BOOST RAIDER GUNDAM (FULL MECHANICS),not_found,,,,,,,,,,bandai_manual: BOOST RAIDER GUNDAM (FULL MECHANICS) | bandai_manual: RAIDER GUNDAM (FULL MECHANICS) | dalong: Boost Raider Gundam
RG 1/144 GUNDAM EXIA REPAIR IV,downloaded,RG 1_144 GUNDAM EXIA REPAIR IV__785a6bae88.webp,gunpla_wiki,RG GN-001REIV Gundam Exia Repair IV,https://gunpla.fandom.com/wiki/RG_GN-001REIV_Gundam_Exia_Repair_IV,https://static.wikia.nocookie.net/gunplabuilders/images/7/77/RG_EXIA_IV.jpg/revision/latest?cb=20260623104414,source_model_code_cross_source,77bd95af92ddef04678be94bf83143baeaa141cf2d3f07b014e6316695887e73,800,525,
HG 1/144 AMPHIBIA SET,downloaded,HG 1_144 AMPHIBIA SET__add9d020aa.jpg,bandai_manual,AMPHIBIA SET,https://manual.bandai-hobby.net/menus/detail/402,https://bandai-hobby.net/images/155_5539_o_1goisdh5v2j81aqb1hah16vt1s7k23.jpg,official_exact,90d312047320380f687e07f87cfa209a6a0d935192168a9432ccab448dcba326,1200,1200,
MG 1/100 BUILD GUNDAM Mk-II,downloaded,MG 1_100 BUILD GUNDAM Mk-II__6d109770a6.jpg,dalong,Build Gundam Mk-II,https://www.dalong.net/reviews/mg/m180/m180_p_e.htm,https://www.dalong.net/reviews/mg/m180/p/m180.jpg,exact,662663b3879060e9cf0002c08f5d6ef4322d0c185b58dbd08c3de62f2fa6873f,300,238,
RG 1/144 GUNDAM EXIA REPAIRII,downloaded,RG 1_144 GUNDAM EXIA REPAIRII__6f14033547.webp,gunpla_wiki,RG GN-001REII Gundam Exia Repair II,https://gunpla.fandom.com/wiki/RG_GN-001REII_Gundam_Exia_Repair_II,https://static.wikia.nocookie.net/gunplabuilders/images/f/fb/RG-Gundam-Exia-Repair-II-box.jpg/revision/latest?cb=20190322040409,source_model_code_cross_source,9dfa99f1c9b282907311f4a3156700dae04fc7f518332d83d55910dfcef422f6,512,314,
HG 1/144 AMX-011 ZAKUIII,downloaded,HG 1_144 AMX-011 ZAKUIII__20ef1570f6.jpg,gunpla_hangar,AMX-011 Zaku III,https://gunplahangar.com/kits/hguc-amx-011-zaku-iii,https://gunplahangar.com/img/kits/hguc-amx-011-zaku-iii/box-art-800.jpg,exact,5a22064505ddd3c5883a93af0a0ecf31aecccf61436d6a49be481e16fd550674,800,498,
MG 1/100 BUILD STRIKE GUNDAM FULL PACKAGE,downloaded,MG 1_100 BUILD STRIKE GUNDAM FULL PACKAGE__9ccf67d0e3.jpg,dalong,Build Strike Gundam Full Package,https://www.dalong.net/reviews/mg/m176/m176_p_e.htm,https://www.dalong.net/reviews/mg/m176/p/m176.jpg,exact,3600e939a4ed7c08306b9343e90a8f14a1ecf2e5b62291523edd1fe762baeeba,300,237,
RG 1/144 GUNDAM EXIA REPAIRIII,downloaded,RG 1_144 GUNDAM EXIA REPAIRIII__76b2f219c2.webp,gunpla_wiki,RG GN-001REIII Gundam Exia Repair III,https://gunpla.fandom.com/wiki/RG_GN-001REIII_Gundam_Exia_Repair_III,https://static.wikia.nocookie.net/gunplabuilders/images/8/8a/RG_Gundam_Exia_Repair_III_boxart.jpg/revision/latest?cb=20191115140646,source_model_code_cross_source,f22af13f3fffee0db83b4b10573569a7fa42945132b91fad1bb792a9e7599f90,800,491,
HG 1/144 AMX-107 BAWOO,downloaded,HG 1_144 AMX-107 BAWOO__67a4477b1f.jpg,gunpla_hangar,AMX-107 Bawoo,https://gunplahangar.com/kits/hguc-amx-107-bawoo,https://gunplahangar.com/img/kits/hguc-amx-107-bawoo/box-art-800.jpg,exact,a8df92f24459fa1fb37464f68e21bd942a5674cea82d669da6a20a7b2223a1aa,800,517,
MG 1/100 BUSTER GUNDAM,downloaded,MG 1_100 BUSTER GUNDAM__b48deff524.jpg,dalong,Buster Gundam,https://www.dalong.net/reviews/mg/m159/m159_p_e.htm,https://www.dalong.net/reviews/mg/m159/p/m159.jpg,exact,de07cab3c7b9f6e0ad2f13f5299ab1e5e2a9742f2732bd4aa5b3aca0c9ed752b,300,235,
