sha256,canonical_name
4adf80ec580a32754f92dfdf9f78ab27f4e57b69457ef83f421508f1510c6f0b,HG 1/144 GUNDAM X MAOU
1c90abb0b801cd85175bbe3fdd6b81a65c6122093f73482af62f98dbd84372a8,HG 1/144 HEINGRA
2a0234a9d648f2831d9926db72748f403003a8e7b9f1bd69f223d028c84924e5,HG 1/144 HI-ZACK (EARTH FEDERATION)
6f4633044806bbf8dbe62c7b0b5443311feee4e68c5d966ca8d623efefe8822b,HG 1/144 IO FRAME SHIDEN (TEIWAZ CORPS)
e12a0ec1d0eb2ae81a7f9903f8c831b31737f425f4f38369a645045247b30cb9,HG 1/144 JAGD DOGA (QUESS)
c46d777e1f0ef6a4c8ca94771c01bf152dbab3f09de918e6fdf282682883faae,HG 1/144 JEGAN ECHOES TYPE
187f3e3845d146514bb81ca68f70dc23f714978d69cd4663b6d20cd1733bb57a,HG 1/144 LIGHTNING Z GUNDAM ASPROS
9abfb93ed9ef154c6d82f0c815a3399d03d8492467dc2e494a35537fd24132b9,HG 1/144 MAGANAC (RASID CUSTOM / ABDUL CUSTOM)
153dff0948149c5a34a26247089fdc46063066a626b96a272e9992d6a81602df,HG 1/144 MAGANAC 36-PIECE SET
9cc2f1abfb7611022d1d1039456581d2d2567d4039d30e230b5c8c8668544d0b,HG 1/144 MANDOR GUNDAM
94470042a31efaccb7f60b428e97897fd27a2e3e84c035560ea86cb209029ecc,HG 1/144 MEGA BAZOOKA LAUNCHER (CONROY USE)
25b064a8014a0b7a788bcdf05f1ea923679f4e0e0e3f0d2930244ca9f298ce96,HG 1/144 MOBILE REGINLAZE (STANDARD TYPE)
8fa79c6d8330b0ceeca00e23fc786416a93f0392a1b02a2df6c7bfb60202d2c7,HG 1/144 MOBILE WORKER MW-01 MODEL 01 LATE TYPE [RAMBA RAL]
e3d31ded9895fe8a4c8b58738c500d4a8e39c3c6f16f71c3a66e68f0c965a016,HG 1/144 MS-06R-1A ZAKUII ORTEGA CUSTOM
ed51691da99a63fbf54c255fcb59ea12f3a06bfcddd163c513dd7efbcf7e1c63,HG 1/144 MS-06R-2 ZAKUII JOHNNY RIDDEN CUSTOM
85090314428657d12977f5ef10e605cda0c918a41916c243155e5ae6f16ed329,HG 1/144 ORGA'S IO FRAME SHIDEN CUSTOM
b74c0bc5616341ac0c1313571b4ad1e4536a7497ce1599c47483e2cbd04b01fa,HG 1/144 PALE RIDER DII (TITANS)
45761afe168d8b0abdfb88eec6a453955ea9d23cf8fd5a600a75803753bb118c,HG 1/144 PLUMA SET (INVASION OF CHRYSE)
6a93b5954cf392e665d6d58380335027f6ae8adea5e8bef7f9799df7d94c0f31,HG 1/144 REBAWOO
d9a1851983c908c6127606e001f071f4196fc14198b7f34f771346ac286caa02,HG 1/144 RICK-DO GYANKO
f2e77b342d0f4b4dade7eab1ba28b1664738f4f3fbd268f6c9aa3b7ba19d0b10,HG 1/144 RX-78 GP01 ZEPHYRANTHES
dc8260b96ce20214ac132ff13576402f10fc90113847fe4a7f8d997f6cc27fab,HG 1/144 SHIN MATSUNAGA’S GELGOOG JAGER
947547e040eafa04353b5e4b59f778913c866a844660f1d95e86cb47bfbf62d1,HG 1/144 SILVER BULLET (FUNNEL TEST TYPE)
bf6a035d3c49aa2982bf5d0eeaf77603054aaa6b669c8633eb10f1a0b9d18ff8,HG 1/144 SPACE JAHANNAM MASS PRODUCTION
5ac8ebd0aa48f8afc8df19a584fb200d2d945450ca2d50865fc47378a75e150c,HG 1/144 STAR BUILD STRIKE GUNDAM Ver.RG SYSTEM
f775eed246fe4a9b862379b09a75b047feddd08084c817a5e202e031b7b63d2e,HG 1/144 SUGAI'S GELGOOG(GQ)
26b35cbdd0f78d87b5281270017104a1cb87ebb43aaee85c1479d10d1a180f32,HG 1/144 SUPER FUMINA TITANS MAID Ver.
52531934e4d843cb1e12d7485fbb5f71c5d3c4ce398a7282f82697bc62f4e1ab,HG 1/144 THE GUNDAM BASE FUKUOKA LIMITED UNICORN GUNDAM PERFECTIBILITY (DESTROY MODE) (FINAL BATTLE Ver.)Ver.GSF
e14882b352c6e1a24a00ef6105bf900fcc94e257e77ee9d14bfeb11f5d5c3bc0,HG 1/144 THE GUNDAM BASE LIMITED DESTINY GUNDAM [SPECIAL COATING]
b6bc6cac0d57965a59b52d6bc801a1264628d6e92ebc71ec4432b1c5d5ec5fa7,HG 1/144 THE GUNDAM BASE LIMITED EFREET CUSTOM[METALIC GLOSS INJECTION]
b827e815caeb8e670c47741a74b66ba3d7315e466239b232fcf9de252a9302fd,HG 1/144 THE GUNDAM BASE LIMITED FREEDOM GUNDAM [CLEAR COLOR]
a39277b28302c4005e1e7d97accf044c625e430fa7556f70413de6a1aee4b69a,HG 1/144 THE GUNDAM BASE LIMITED FULL ARMOR GUNDAM VS PSYCHO ZAKU SET (GUNDAM THUNDERBOLT 10th Anniversary Ver.)
3b6868be33c3c287e5dd186243fdc2d48133b9badb91c768c36b73038ec17766,HG 1/144 THE GUNDAM BASE LIMITED GUNDAM 00 DIVER[TRANS-AM CLEAR]
5db095482d71739f99758c46fad700388f3c62db19f7d03d8ed2194ae3d62e3b,HG 1/144 THE GUNDAM BASE LIMITED GUNDAM ASTRAY RED DRAGON
a7eb5796c04bc086c14b91537b02540b763e69c14c463d6f1b6f854087db2b38,HG 1/144 THE GUNDAM BASE LIMITED GUNDAM BARBATOS [METALLIC GLOSS INJECTION]
d747b04d121d6643b2ec09351adc5638a1d3e88b35280b17b37fa8e6877eb78e,HG 1/144 THE GUNDAM BASE LIMITED HYAKU-SHIKI [GOLD COATING]
7955aae536c14d04afe0cdb32c73af0063809bfdd69164bef0c769c6aab9a7e9,HG 1/144 THE GUNDAM BASE LIMITED MS-06C-6/R6 ZAKUII TYPE C-6/R6[PAINTING MODEL]
417cdd7df3475f06ba10f228a8c6485fa8338eec4c68105085734c13c40eca6e,HG 1/144 THE GUNDAM BASE LIMITED NARRATIVE GUNDAM B-PACKS
749ffc38d46bd7c3f5137e7b3b505adc59ca379e5c450a36f56b32ecca4bc8f9,HG 1/144 THE GUNDAM BASE LIMITED RX-78-2 GUNDAM [METALLIC GLOSS INJECTION]
685078be1ad32494db3cfd1ee53c9abf59570982ea7001b0dfb1b0541e2c56fa,HG 1/144 THE GUNDAM BASE LIMITED UNICORN GUNDAM PERFECTIBILITY(DESTROY MODE)
6be82d1a3af718f40f17aea7943465da7baaf185e31f49db91331998c5000e2c,HG 1/144 THE GUNDAM BASE LIMITED ZETA GUNDAM UNIT 3
2614e0ea1f96e3e0e726b7fa6da797106051d4ce7d18a6f9f0f1ef20a5d55bcc,HG 1/144 V2 GUNDAM
8a5376643cb45f498c12b48d1d87d416476f203f3c78af35c66820e618cfc50c,HG 1/144 VAYEATE SUIVANT & MERCURIUS SUIVANT
0d77bf77378152107393effe217fb6e249653b3bf8d7c9f86e472195a33d015b,HG 1/144 WEISS SINANJU
34d5283dc4365c2997df889c78bc210bb218866ceddbba14a1449a079da88111,HG 1/144 ZAKUII F TYPE LeSEAN & ZAKUII (UNIDENTIFIED TYPE) LeSEAN (RFV)
ec75254aa3362e1e136ce97bf36f7eb6c4653a7bfb68f828acf2a943f3330654,HG 1/144 νGUNDAM (HEAVY WEAPON SYSTEM)
