canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
HG 1/144 GUNCANNON (21stCENTURY REAL TYPE Ver.),HG,1/144,,JPY,2016-06-01,
MG 1/100 STRIKE GUNDAM LAUNCHER / SWORD,MG,1/100,,JPY,2008-04-01,
HG 1/144 GUNCANNON FIRST TYPE (IRON CAVALRY SQUADRON),HG,1/144,,JPY,2016-11-19,
MG 1/100 STRIKE NOIR GUNDAM,MG,1/100,,JPY,2007-03-01,
HG 1/144 GUNCANNON FIRST TYPE (ROLLOUT UNIT 1),HG,1/144,,JPY,2017-05-01,
MG 1/100 STRIKE ROUGE,MG,1/100,,JPY,2004-09-01,
HG 1/144 GUNCANNON MASS PRODUCTION TYPE,HG,1/144,,JPY,2004-02-01,
MG 1/100 STRIKE ROUGE (OOTORI UNIT) Ver.RM,MG,1/100,,JPY,2013-09-28,
HG 1/144 GUNCANNON MOBILITY TEST TYPE / FIREPOWER TEST TYPE,HG,1/144,,JPY,2017-01-14,
MG 1/100 SUPER GUNDAM,MG,1/100,,JPY,1999-01-01,
HG 1/144 GUNDAM 00 COMMAND QAN[T],HG,1/144,,JPY,2022-01-15,
MG 1/100 SWORD CALAMITY GUNDAM (FULL MECHANICS),MG,1/100,,JPY,2024-05-01,
HG 1/144 GUNDAM 00 DIVER,HG,1/144,,JPY,2018-04-07,
MG 1/100 SWORD IMPULSE GUNDAM,MG,1/100,,JPY,2009-04-01,
HG 1/144 GUNDAM 00 DIVER ACE,HG,1/144,,JPY,2018-07-21,
MG 1/100 TALLGEESE I EW VER.,MG,1/100,,JPY,2013-01-26,
HG 1/144 GUNDAM 00 SKY,HG,1/144,,JPY,2018-08-31,
MG 1/100 TALLGEESE II,MG,1/100,,JPY,2013-03-01,
HG 1/144 GUNDAM 00 SKY HWS (TRANS-AM INFINITY MODE),HG,1/144,,JPY,2018-11-17,
MG 1/100 TALLGEESE III,MG,1/100,,JPY,2015-01-01,
HG 1/144 GUNDAM 00 SKY MOEBIUS,HG,1/144,,JPY,2020-12-05,
MG 1/100 TENNETH A. JUNG’S GM SNIPER CUSTOM,MG,1/100,,JPY,2018-01-01,
HG 1/144 GUNDAM 00 SKY 〔HIGHER THAN SKY PHASE〕,HG,1/144,,JPY,2018-08-31,
MG 1/100 TESTAMENT GUNDAM,MG,1/100,,JPY,2020-10-01,
HG 1/144 GUNDAM AERIAL (PERMET SCORE SIX),HG,1/144,,JPY,2023-07-01,
MG 1/100 THE GUNDAM BASE LIMITED AILE STRIKE GUNDAM Ver.RM [CLEAR COLOR],MG,1/100,,JPY,2017-08-01,
HG 1/144 GUNDAM AERIAL REBUILD,HG,1/144,,JPY,2023-03-18,
MG 1/100 THE GUNDAM BASE LIMITED BALL Ver.Ka [MECHANICAL CLEAR],MG,1/100,,JPY,2021-09-11,
HG 1/144 GUNDAM AESCULAPIUS,HG,1/144,,JPY,2022-01-01,
MG 1/100 THE GUNDAM BASE LIMITED GUNDAM AERIAL [CLEAR COLOR] (FULL MECHANICS),MG,1/100,,JPY,2026-07-18,
HG 1/144 GUNDAM AGE-1 FULL GRANSA,HG,1/144,,JPY,2013-04-13,
MG 1/100 THE GUNDAM BASE LIMITED TRANS-AM RAISER [CLEAR COLOR],MG,1/100,,JPY,2017-09-01,
HG 1/144 GUNDAM AGE-1 NORMAL,HG,1/144,,JPY,2011-09-23,
MG 1/100 THE・O,MG,1/100,,JPY,2010-08-07,
HG 1/144 GUNDAM AGE-1 RAZOR & GUNDAM AGE-2 ARTIMES Set,HG,1/144,,JPY,2022-03-01,
MG 1/100 TRANS-AM RISER,MG,1/100,,JPY,2011-11-01,
