canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
HG 1/144 GUNDAM ASTRAY BLUE FRAME SECOND L,HG,1/144,,JPY,2013-05-25,
MG 1/100 ZAKU JONNY RIDEN,MG,1/100,,JPY,1996-07-01,
HG 1/144 GUNDAM ASTRAY GOLD FRAME,HG,1/144,,JPY,2014-01-01,
MG 1/100 ZAKU MINELAYER,MG,1/100,,JPY,2008-03-01,
HG 1/144 GUNDAM ASTRAY GOLD FRAME AMATSU,HG,1/144,,JPY,2013-10-01,
MG 1/100 ZAKU SHIN-MATSUNAGA,MG,1/100,,JPY,1996-07-01,
HG 1/144 GUNDAM ASTRAY GOLD FRAME AMATSU MINA,HG,1/144,,JPY,2013-09-21,
MG 1/100 ZAKUI(RAMBA RAL'S CUSTOM),MG,1/100,,JPY,2000-09-01,
HG 1/144 GUNDAM ASTRAY NO-NAME,HG,1/144,,JPY,2018-08-04,
MG 1/100 ZAKUII BLACK TRI-STARS Ver. 2.0,MG,1/100,,JPY,2008-01-01,
HG 1/144 GUNDAM ASTRAY RED FRAME (FLIGHT UNIT),HG,1/144,,JPY,2013-08-24,
"MG 1/100 ZAKUII HIGH MOBILITY TYPE ""PSYCHO ZAKU"" [GUNDAM THUNDERBOLT] LAST SESSION Ver.",MG,1/100,,JPY,2017-09-01,
HG 1/144 GUNDAM ASTRAY RED FRAME INVERSION,HG,1/144,,JPY,2022-02-01,
MG 1/100 ZAKUIIF2(KIMBERLITE BASE TYPE),MG,1/100,,JPY,2018-11-01,
HG 1/144 GUNDAM AVALANCHE EXIA',HG,1/144,,JPY,2010-06-24,
MG 1/100 ZETAplus(UNICORN Ver.),MG,1/100,,JPY,2016-06-01,
HG 1/144 GUNDAM BAEL,HG,1/144,,JPY,2017-03-11,
MG 1/100 ZZ GUNDAM,MG,1/100,,JPY,1999-12-01,
HG 1/144 GUNDAM BAEL [CLEAR COLOR],HG,1/144,,JPY,2017-12-03,
MG 1/100 ZZ GUNDAM Ver.Ka,MG,1/100,,JPY,2017-09-01,
HG 1/144 GUNDAM BARBATAURUS,HG,1/144,,JPY,2022-01-15,
MG 1/100 Z’GOK (GUNDAM UNICORN Ver.),MG,1/100,,JPY,2013-11-01,
HG 1/144 GUNDAM BARBATOS,HG,1/144,,JPY,2015-10-03,
MG 1/100 ν GUNDAM HWS Ver.Ka,MG,1/100,,JPY,2016-12-01,
HG 1/144 GUNDAM BARBATOS & LONG DISTANCE TRANSPORT BOOSTER,HG,1/144,,JPY,2015-12-12,
MG 1/100 νGUNDAM Ver. Ka,MG,1/100,,JPY,2012-12-15,
HG 1/144 GUNDAM BARBATOS 6TH FORM,HG,1/144,,JPY,2016-02-27,
MG 1/100 ∀ GUNDAM,MG,1/100,,JPY,2007-08-01,
HG 1/144 GUNDAM BARBATOS ADAPT,HG,1/144,,JPY,2026-05-01,
MG 1/100 ∀ GUNDAM (MOONLIGHT BUTTERFLY Ver.),MG,1/100,,JPY,2015-07-01,
HG 1/144 GUNDAM BARBATOS COMPLETE SET,HG,1/144,,JPY,2016-07-01,
MG 1/100 ∀GUNDAM/TURN X[nano skin image],MG,1/100,,JPY,2019-08-01,
HG 1/144 GUNDAM BARBATOS LUPUS,HG,1/144,,JPY,2016-10-01,
MG 1/100 ガンダムエクシアダークマター MG 1/100 GUNDAM EXIA DARK MATTER,MG,1/100,,JPY,2015-02-21,
HG 1/144 GUNDAM BARBATOS LUPUS REX,HG,1/144,,JPY,2017-02-11,
HG 1/144 GUNDAM BARBATOS LUPUS REX[IRON-BLOODED COATING],HG,1/144,,JPY,2020-06-06,
HG 1/144 GUNDAM BASE LIMITED GUNDAM TR-6 [WOUNDWORT] [CLEAR COLOR],HG,1/144,,JPY,2020-10-01,
HG 1/144 GUNDAM BASE LIMITED RX-78-2 GUNDAM [BEYOND GLOBAL] [GUNDAM BASE COLOR],HG,1/144,,JPY,2021-03-12,
HG 1/144 GUNDAM BURN LAPIUS,HG,1/144,,JPY,2024-07-01,
HG 1/144 GUNDAM CALIBARN (PERMET SCORE FIVE),HG,1/144,,JPY,2024-06-01,
HG 1/144 GUNDAM DANTALION,HG,1/144,,JPY,2017-06-24,
HG 1/144 GUNDAM DEATHSCYTHE,HG,1/144,,JPY,2021-05-22,
HG 1/144 GUNDAM DEATHSCYTHE HELL,HG,1/144,,JPY,2023-05-01,
HG 1/144 GUNDAM DELTA KAI,HG,1/144,,JPY,2012-12-08,
HG 1/144 GUNDAM DOUBLE X,HG,1/144,,JPY,2013-10-11,
HG 1/144 GUNDAM DYNAMES,HG,1/144,,JPY,2007-11-01,
HG 1/144 GUNDAM EXIA,HG,1/144,,JPY,2007-10-01,
HG 1/144 GUNDAM EXIA DARK MATTER,HG,1/144,,JPY,2014-03-22,
HG 1/144 GUNDAM EXIA REPAIR II,HG,1/144,,JPY,2009-06-01,
HG 1/144 GUNDAM Ez-SR,HG,1/144,,JPY,2014-11-15,
