canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
RG 1/144 Hi-ν GUNDAM,RG,1/144,4500,JPY,2021-09-11,
RG 1/144 WING GUNDAM,RG,1/144,3200,JPY,2021-06-19,
RG 1/144 ν GUNDAM [CLEAR COLOR],RG,1/144,4700,JPY,2021-04-10,
RG 1/144 ZEONG,RG,1/144,5500,JPY,2021-01-23,
RG 1/144 THE GUNDAM BASE LIMITED 00 QAN[T] [TRANS-AM CLEAR],RG,1/144,3000,JPY,2020-11-12,
RG 1/144 THE GUNDAM BASE LIMITED 00-RAISER [TRANS-AM CLEAR],RG,1/144,3500,JPY,2020-11-12,
RG 1/144 THE GUNDAM BASE LIMITED UNICORN GUNDAM PERFECTIBILITY,RG,1/144,7300,JPY,2020-08-07,
RG 1/144 THE GUNDAM BASE LIMITED ν GUNDAM [TITANIUM FINISH],RG,1/144,8900,JPY,2020-02-08,
PG 1/60 ν GUNDAM (PG UNLEASHED),PG,1/60,60000,JPY,2026-01-31,
PG 1/60 UNICORN GUNDAM PERFECTIBILITY,PG,1/60,31000,JPY,2022-01-01,
PG 1/60 UNICORN GUNDAM 03 PHENEX (NARRATIVE Ver.),PG,1/60,49000,JPY,2021-01-01,
PG 1/60 RX-78-2 GUNDAM (PG UNLEASHED),PG,1/60,25000,JPY,2020-12-19,
PG 1/60 THE GUNDAM BASE LIMITED RX-78-2 GUNDAM [TITANIUM FINISH],PG,1/60,25000,JPY,2020-05-30,
PG 1/60 PERFECT STRIKE GUNDAM,PG,1/60,25000,JPY,2020-02-22,
PG 1/60 00 GUNDAM SEVEN SWORD/G,PG,1/60,23000,JPY,2018-12-15,
PG 1/60 THE GUNDAM BASE LIMITED RX-78-3 G-3 GUNDAM [EXTRA FINISH],PG,1/60,24000,JPY,2018-06-01,
PG 1/60 GUNDAM ASTRAY RED FRAME KAI,PG,1/60,23000,JPY,2018-06-01,
PG 1/60 RX-0[N] UNICORN GUNDAM 02 BANSHEE NORN (FINAL BATTLE Ver.),PG,1/60,23000,JPY,2018-02-01,
PG 1/60 GUNDAM EXIA,PG,1/60,18000,JPY,2017-12-02,
PG 1/60 GUNDAM EXIA (LIGHTING MODEL),PG,1/60,32000,JPY,2017-12-02,
PG 1/60 THE GUNDAM BASE LIMITED GUNDAM ASTRAY RED FRAME [METALLIC],PG,1/60,18000,JPY,2017-08-01,
PG 1/60 TRANS-AM RAISER,PG,1/60,27500,JPY,2017-06-01,
PG 1/60 RX-0 UNICORN GUNDAM 03 PHENEX,PG,1/60,40000,JPY,2017-02-01,
PG 1/60 RX-0 UNICORN GUNDAM (FINAL BATTLE Ver.),PG,1/60,25000,JPY,2016-02-03,
PG 1/60 RX-0[N] UNICORN GUNDAM 02 BANSHEE NORN,PG,1/60,22000,JPY,2015-09-30,
PG 1/60 RX-0 UNICORN GUNDAM,PG,1/60,22000,JPY,2014-12-13,
PG 1/60 GUNDAM ASTRAY BLUE FRAME,PG,1/60,18000,JPY,2014-02-01,
PG 1/60 STRIKE FREEDOM GUNDAM,PG,1/60,26500,JPY,2010-12-11,
PG 1/60 00 RAISER,PG,1/60,26000,JPY,2009-11-26,
PG 1/60 GUNDAM ASTRAY RED FRAME,PG,1/60,18000,JPY,2009-03-01,
PG 1/60 WING GUNDAM ZERO EW PEARL MIRROR COATING Ver.,PG,1/60,30000,JPY,2007-06-01,
PG 1/60 STRIKE ROUGE + SKYGRASPER,PG,1/60,19000,JPY,2005-08-27,
PG 1/60 STRIKE GUNDAM,PG,1/60,14000,JPY,2004-11-01,
