canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
HG 1/144 HI-ZACK CUSTOM (A.O.Z RE-BOOT Ver.),HG,1/144,,JPY,2024-12-01,
HG 1/144 Hi-νGUNDAM,HG,1/144,,JPY,2009-06-01,
HG 1/144 Hiling Care's GARAZZO,HG,1/144,,JPY,2009-06-01,
HG 1/144 HUGO,HG,1/144,,JPY,2016-10-08,
HG 1/144 HUGO TWIN SET,HG,1/144,,JPY,2017-01-01,
HG 1/144 HY-GOGG,HG,1/144,,JPY,2003-06-01,
HG 1/144 HYAKU-SHIKI,HG,1/144,,JPY,1999-10-01,
HG 1/144 HYAKU-SHIKI+ MEGABAZOOKALAUNCHER,HG,1/144,,JPY,2004-07-01,
HG 1/144 HYAKUREN,HG,1/144,,JPY,2015-11-14,
HG 1/144 HYAKURI,HG,1/144,,JPY,2015-11-14,
HG 1/144 HYPER GYANKO,HG,1/144,,JPY,2017-08-26,
HG 1/144 II NEO ZEONG (NARRATIVE Ver.),HG,1/144,,JPY,2019-02-01,
HG 1/144 IMPLUSE GUNDAM ARC,HG,1/144,,JPY,2018-09-29,
HG 1/144 IMPLUSE GUNDAM LANCIER,HG,1/144,,JPY,2018-09-29,
HG 1/144 INFINITE JUSTICE GUNDAM[CLEAR COLOR],HG,1/144,,JPY,2020-12-18,
HG 1/144 IO FRAME SHIDEN,HG,1/144,,JPY,2016-11-12,
HG 1/144 IO FRAME SHIDEN (TEIWAZ CORPS),HG,1/144,,JPY,2018-06-01,
HG 1/144 IO FRAME SHIDEN CUSTOM (RYUSEI-GO),HG,1/144,,JPY,2016-12-01,
HG 1/144 IOK'S MOBILE REGINLAZE,HG,1/144,,JPY,2017-03-01,
HG 1/144 JAGD DOGA (GYUNEI),HG,1/144,,JPY,2007-10-20,
HG 1/144 JAGD DOGA (QUESS),HG,1/144,,JPY,2007-10-20,
HG 1/144 JEGAN,HG,1/144,,JPY,2009-08-01,
HG 1/144 JEGAN (AXIS SHOCK IMAGE COLOR),HG,1/144,,JPY,2022-07-16,
HG 1/144 JEGAN BLAST MASTER,HG,1/144,,JPY,2018-09-08,
HG 1/144 JEGAN ECHOES TYPE,HG,1/144,,JPY,2011-04-09,
HG 1/144 JEGAN TYPE-A2 (GENERAL REVIL DEPLOYMENT),HG,1/144,,JPY,2015-09-01,
HG 1/144 JEGAN TYPE-D (CAMOUFLAGE Ver.),HG,1/144,,JPY,2017-07-01,
HG 1/144 JEGAN TYPE-D (ESCORT TYPE),HG,1/144,,JPY,2019-01-01,
HG 1/144 JESTA,HG,1/144,,JPY,2011-09-17,
"HG 1/144 JESTA (SHEZARR TYPE, TEAM A)",HG,1/144,,JPY,2018-11-01,
"HG 1/144 JESTA (SHEZARR TYPE, TEAM B&C)",HG,1/144,,JPY,2018-11-01,
HG 1/144 JESTA CANNON,HG,1/144,,JPY,2013-02-23,
HG 1/144 JIGEN BUILD KNUCKLES 'KAKU',HG,1/144,,JPY,2015-07-11,
HG 1/144 JIGEN BUILD KNUCKLES (ROUND),HG,1/144,,JPY,2016-07-16,
HG 1/144 JUAGGU (MSV Ver.),HG,1/144,,JPY,2012-05-01,
HG 1/144 JUAGGU (UNICORN VER.),HG,1/144,,JPY,2012-03-30,
HG 1/144 JULIETA'S MOBILE REGINLAZE,HG,1/144,,JPY,2016-10-29,
HG 1/144 KABAKALI,HG,1/144,,JPY,2015-07-18,
HG 1/144 KAMIKI BURNING GUNDAM,HG,1/144,,JPY,2015-09-12,
HG 1/144 KAMPFER,HG,1/144,,JPY,2008-08-01,
HG 1/144 KAMPFER AMAZING,HG,1/144,,JPY,2014-01-11,
HG 1/144 KIRARA'S GERBERA TETRA,HG,1/144,,JPY,2016-08-01,
HG 1/144 KSHATRIYA REPAIRED,HG,1/144,,JPY,2014-05-17,
HG 1/144 KYRIOS TRANSAM MODE,HG,1/144,,JPY,2009-01-01,
HG 1/144 LEO,HG,1/144,,JPY,2018-05-11,
HG 1/144 LEO (FLIGHT UNIT TYPE),HG,1/144,,JPY,2019-01-01,
HG 1/144 LEO (FULL WEAPON SET),HG,1/144,,JPY,2020-01-01,
HG 1/144 LEO (SPACE TYPE),HG,1/144,,JPY,2018-10-01,
HG 1/144 LEO NPD,HG,1/144,,JPY,2018-06-23,
HG 1/144 LEO-R,HG,1/144,,JPY,2025-01-01,
HG 1/144 LEO-S,HG,1/144,,JPY,2021-09-01,
HG 1/144 LIGHT-TYPE GUNCANNON,HG,1/144,,JPY,2025-07-05,
HG 1/144 LIGHTNING GUNDAM,HG,1/144,,JPY,2014-11-08,
HG 1/144 LIGHTNING Z GUNDAM,HG,1/144,,JPY,2015-07-18,
HG 1/144 LIGHTNING Z GUNDAM ASPROS,HG,1/144,,JPY,2016-06-01,
HG 1/144 LOAD ASTRAY DOUBLE REBAKE,HG,1/144,,JPY,2020-11-21,
HG 1/144 LOAD ASTRAY Ω,HG,1/144,,JPY,2022-04-01,
HG 1/144 LOTO TWIN SET,HG,1/144,,JPY,2010-03-11,
HG 1/144 LUNAGAZER GUNDAM,HG,1/144,,JPY,2017-01-14,
HG 1/144 LYDO WOLF'S GM SNIPER II,HG,1/144,,JPY,2016-09-01,
HG 1/144 MACK KNIFE (MASK'S USE),HG,1/144,,JPY,2015-03-07,
HG 1/144 MACK KNIFE MASS PRODUCTION TYPE,HG,1/144,,JPY,2015-06-01,
HG 1/144 MAGANAC,HG,1/144,,JPY,2019-04-20,
HG 1/144 MAGANAC (AUDA CUSTOM / AHMAD CUSTOM),HG,1/144,,JPY,2019-08-01,
HG 1/144 MAGANAC (RASID CUSTOM / ABDUL CUSTOM),HG,1/144,,JPY,2019-07-01,
HG 1/144 MAGANAC 36-PIECE SET,HG,1/144,,JPY,2019-08-01,
HG 1/144 MAN RODI,HG,1/144,,JPY,2015-12-12,
HG 1/144 MANDOR GUNDAM,HG,1/144,,JPY,2025-11-01,
HG 1/144 MARASAI,HG,1/144,,JPY,2005-01-01,
