canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
HG 1/144 GERBERA-TETRA,HG,1/144,2420,JPY,2013-07-27,
MG 1/100 NARRATIVE GUNDAM B-PACKS Ver.Ka,MG,1/100,9500,JPY,2024-11-01,
HG 1/144 GFreD,HG,1/144,2300,JPY,2025-08-02,
MG 1/100 NEMO,MG,1/100,2940,JPY,2006-02-11,
HG 1/144 GHIRARGA,HG,1/144,1300,JPY,2012-06-16,
MG 1/100 NEUEN BITTER’S ZAKUIIF2,MG,1/100,,JPY,2018-11-01,
HG 1/144 GHOST GUNDAM,HG,1/144,6930,JPY,2023-10-01,
MG 1/100 OO GUNDAM SEVEN SWORD/G,MG,1/100,5775,JPY,2011-09-23,
HG 1/144 GHOST JEGAN F,HG,1/144,1980,JPY,2016-08-01,
MG 1/100 OO QAN[T],MG,1/100,4900,JPY,2010-11-20,
HG 1/144 GHOST JEGAN M,HG,1/144,1980,JPY,2016-08-01,
MG 1/100 OO QAN[T] (TRANS-AM MODE) [SPECIAL COATING],MG,1/100,11000,JPY,2018-04-01,
HG 1/144 GIANT GATLING,HG,1/144,648,JPY,2015-06-06,
MG 1/100 OO RAISER,MG,1/100,6500,JPY,2011-05-28,
HG 1/144 GILLA-SHIKI,HG,1/144,4730,JPY,2016-02-01,
MG 1/100 OO XN RAISER,MG,1/100,8800,JPY,2017-07-01,
HG 1/144 GINN TYPE HIGH-MANEUVER,HG,1/144,,JPY,2004-06-01,
MG 1/100 PERFECT STRIKE GUNDAM SPECIAL COATING Ver.,MG,1/100,11000,JPY,2016-10-01,
HG 1/144 GINN TYPE HIGH-MANEUVER 2,HG,1/144,1575,JPY,2005-07-16,
MG 1/100 PERFECT ZEONG,MG,1/100,10000,JPY,2004-06-01,
HG 1/144 GJALLARHORN ARIANRHOD FLEET COMPLETE SET,HG,1/144,6600,JPY,2018-02-01,
MG 1/100 PLAN303E DEEP STRIKER,MG,1/100,,JPY,2018-03-17,
HG 1/144 GM & GUNCANNON MASS PRODUCTION TYPE (WHITE DINGO TEAM CUSTOM),HG,1/144,,JPY,2013-02-01,
MG 1/100 POWERED GM,MG,1/100,3300,JPY,2016-07-01,
HG 1/144 GM (MOROCCAN FRONT TYPE),HG,1/144,2200,JPY,2023-06-01,
MG 1/100 PROTOTYPE GOUF,MG,1/100,4950,JPY,2017-01-01,
HG 1/144 GM (SLEGGAR),HG,1/144,2090,JPY,2022-11-01,
MG 1/100 PROVIDENCE GUNDAM [SPECIAL COATING],MG,1/100,14080,JPY,2018-01-01,
HG 1/144 GM [GUNDAM THUNDERBOLT Ver.],HG,1/144,1944,JPY,2016-05-13,
MG 1/100 QUBELEY DAMNED,MG,1/100,5940,JPY,2018-11-01,
HG 1/144 GM CANNON II,HG,1/144,1400,JPY,2011-06-18,
MG 1/100 QUBELEY Mk-II (ELPEO PLE),MG,1/100,,JPY,2009-11-12,
HG 1/144 GM COMMAND,HG,1/144,1100,JPY,2004-05-01,
MG 1/100 QUBELEY Mk-II (PLE TWO),MG,1/100,4200,JPY,2004-02-01,
HG 1/144 GM COMMAND SPACE,HG,1/144,1100,JPY,2004-11-01,
MG 1/100 RAIDER GUNDAM (FULL MECHANICS),MG,1/100,5000,JPY,2022-05-21,
HG 1/144 GM CUSTOM,HG,1/144,1300,JPY,2011-01-22,
MG 1/100 Re-GZ (UNICORN Ver.),MG,1/100,6270,JPY,2019-12-01,
HG 1/144 GM GARD CUSTOM,HG,1/144,1800,JPY,2018-07-28,
MG 1/100 Re-GZ CUSTOM,MG,1/100,6600,JPY,2019-05-01,
HG 1/144 GM GROUND TYPE,HG,1/144,1500,JPY,2017-01-21,
MG 1/100 RE-ZEL,MG,1/100,5200,JPY,2010-10-23,
HG 1/144 GM II,HG,1/144,1400,JPY,2011-10-22,
MG 1/100 RE-ZEL COMMANDER TYPE,MG,1/100,,JPY,2011-01-15,
HG 1/144 GM II DESERT COLOR Ver.,HG,1/144,,JPY,2012-01-01,
MG 1/100 ReZEL TYPE-C (DEFENSER a+b UNIT/GENERAL REVIL),MG,1/100,6825,JPY,2013-03-23,
HG 1/144 GM III,HG,1/144,1500,JPY,2011-07-09,
MG 1/100 RGC-80 GM CANNON,MG,1/100,4000,JPY,2015-08-01,
HG 1/144 GM INTERCEPT CUSTOM,HG,1/144,1800,JPY,2018-11-03,
MG 1/100 RGM-179 GM II,MG,1/100,3700,JPY,2017-01-01,
HG 1/144 GM QUEL,HG,1/144,1200,JPY,2007-01-01,
MG 1/100 RGM-79,MG,1/100,5500,JPY,1999-02-01,
HG 1/144 GM SLOEP,HG,1/144,,JPY,2025-10-01,
MG 1/100 RGM-79 GM Ver.2.0,MG,1/100,3780,JPY,2009-02-01,
HG 1/144 GM SNIPER,HG,1/144,1700,JPY,2017-07-01,
MG 1/100 RGM-79(G) GM,MG,1/100,3400,JPY,2001-07-01,
HG 1/144 GM SNIPER II,HG,1/144,1500,JPY,2012-09-15,
MG 1/100 RGM-79C GM TYPE C,MG,1/100,2500,JPY,2002-06-01,
HG 1/144 GM SNIPER K9,HG,1/144,1800,JPY,2014-02-22,
MG 1/100 RGM-79N,MG,1/100,5500,JPY,1999-12-01,
HG 1/144 GM SPARTAN,HG,1/144,2640,JPY,2022-12-01,
MG 1/100 RGM-79Q,MG,1/100,5500,JPY,1999-12-01,
HG 1/144 GM STRIKER,HG,1/144,1200,JPY,2006-12-09,
MG 1/100 RGZ-91 Re-GZ,MG,1/100,5500,JPY,2001-06-01,
HG 1/144 GM TYPE C,HG,1/144,1200,JPY,2010-08-21,
MG 1/100 RICK DIAS,MG,1/100,3675,JPY,2004-05-01,
HG 1/144 GM TYPE C & BALL TYPE C,HG,1/144,,JPY,2011-12-01,
MG 1/100 RICK DIAS QUATTORO COLOR,MG,1/100,3780,JPY,2004-12-01,
HG 1/144 GM/GM,HG,1/144,2420,JPY,2017-08-26,
MG 1/100 RMS-108 MARASAI,MG,1/100,4200,JPY,2012-05-26,
HG 1/144 GMII SEMI STRIKER,HG,1/144,2090,JPY,2015-10-01,
MG 1/100 RX-0 FULL ARMOR UNICORN GUNDAM VER. Ka,MG,1/100,8800,JPY,2011-12-24,
HG 1/144 GMIII BEAM MASTER,HG,1/144,1800,JPY,2018-04-14,
MG 1/100 RX-0 UNICORN GUNDAM 2 BANSHEE,MG,1/100,6100,JPY,2012-03-24,
HG 1/144 GMIII(UNICORN DESERT COLOR VER.),HG,1/144,,JPY,2012-07-01,
MG 1/100 RX-77-2 GUNCANNON,MG,1/100,3000,JPY,2001-12-01,
