canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
MG 1/100 ECLIPSE GUNDAM REACTOR 2,MG,1/100,6600,JPY,2023-09-01,
RG 1/144 TALLGEESE II,RG,1/144,3080,JPY,2018-12-01,
HG 1/144 BEARGGUY III,HG,1/144,1800,JPY,2013-12-01,
MG 1/100 ECLIPSE GUNDAM+RAIJIN STRIKER,MG,1/100,9020,JPY,2022-11-01,
RG 1/144 TALLGEESE III [TITANIUM FINISH],RG,1/144,7700,JPY,2021-06-01,
HG 1/144 BEARGGUY OHANA & ALOHARO SET,HG,1/144,2900,JPY,2024-02-10,
MG 1/100 ENHANCED ZZ GUNDAM Ver.Ka,MG,1/100,,JPY,2017-12-01,
RG 1/144 THE GUNDAM BASE LIMITED 00 QAN[T] FULL SABER [TRANS-AM CLEAR],RG,1/144,4290,JPY,2019-11-30,
HG 1/144 BEARGGUY P (PRETTY),HG,1/144,,JPY,2016-09-10,
MG 1/100 Ex-S GUNDAM/S GUNDAM,MG,1/100,9240,JPY,2019-04-20,
RG 1/144 THE GUNDAM BASE LIMITED GUNDAM EPYON [SPECIAL COATING],RG,1/144,11000,JPY,2026-03-01,
HG 1/144 BEGUIR-BEU,HG,1/144,2420,JPY,2022-08-06,
MG 1/100 Ex-S GUNDAM/S GUNDAM (TASK FORCE α Ver.),MG,1/100,16500,JPY,2025-07-01,
RG 1/144 TRANS-AM RAISER GLOSS INJECTION Ver.,RG,1/144,3300,JPY,2015-06-01,
HG 1/144 BEGUIR-BEU TORCHE (KENANJI TEAM/RIDRICK TEAM),HG,1/144,2420,JPY,2024-10-01,
MG 1/100 FA-010A FAZZ,MG,1/100,,JPY,2001-09-01,
RG 1/144 UNICORN GUNDAM,RG,1/144,3800,JPY,2017-08-05,
HG 1/144 BEGUIR-PENTE,HG,1/144,2420,JPY,2023-01-14,
MG 1/100 FAZZ Ver.Ka,MG,1/100,12100,JPY,2020-02-15,
RG 1/144 UNICORN GUNDAM 02 BANSHEE NORN (FINAL BATTLE Ver.),RG,1/144,4400,JPY,2019-02-01,
HG 1/144 BINDER GUN,HG,1/144,648,JPY,2018-07-07,
MG 1/100 FORBIDDEN GUNDAM (FULL MECHANICS),MG,1/100,5800,JPY,2023-08-11,
RG 1/144 UNICORN GUNDAM 02 BANSHEE NORN (FINAL BATTLE Ver.) [SPECIAL COATING],RG,1/144,12650,JPY,2025-02-01,
HG 1/144 BLACK KNIGHT SQUAD Cal-re.A,HG,1/144,3700,JPY,2024-10-26,
MG 1/100 FORCE IMPULSE GUNDAM,MG,1/100,4900,JPY,2008-05-01,
RG 1/144 WING GUNDAM ZERO EW & DREI ZWERG [TITANIUM FINISH],RG,1/144,7260,JPY,2018-10-01,
HG 1/144 BLACK KNIGHT SQUAD Rud-ro.A REDELARD CUSTOM&DANIEL CUSTOM&LIU CUSTOM SET,HG,1/144,8100,JPY,2024-07-01,
MG 1/100 FREEDOM GUNDAM,MG,1/100,4104,JPY,2004-07-01,
RG 1/144 WING GUNDAM ZERO EW -APEX LEGENDSTM Valkyrie Ver.-,RG,1/144,4400,JPY,2026-07-01,
HG 1/144 BLAST IMPULSE GUNDAM,HG,1/144,2200,JPY,2016-08-01,
MG 1/100 FREEDOM GUNDAM Ver.2.0,MG,1/100,4500,JPY,2016-04-29,
RG 1/144 XXXG-00W0 WING GUNDAM ZERO EW,RG,1/144,2500,JPY,2014-12-26,
HG 1/144 BLAZING GUNDAM,HG,1/144,2000,JPY,2021-12-11,
MG 1/100 FREEDOM GUNDAM Ver.2.0 FULL BURST MODE SPECIAL COATING Ver.,MG,1/100,11000,JPY,2016-05-01,
RG 1/144 XXXG-01W WING GUNDAM EW,RG,1/144,2500,JPY,2016-01-09,
HG 1/144 BLUE DESTINY UNIT 1,HG,1/144,1600,JPY,2007-07-01,
MG 1/100 FULL ARMOR GUNDAM,MG,1/100,5000,JPY,2010-06-24,
RG 1/144 Z GUNDAM,RG,1/144,3150,JPY,2012-11-23,
HG 1/144 BLUE DESTINY UNIT 2,HG,1/144,1600,JPY,2007-04-01,
MG 1/100 FULL ARMOR GUNDAM [GUNDAM THUNDERBOLT] LAST SESSION Ver.,MG,1/100,8030,JPY,2017-08-01,
RG 1/144 Z'GOK CHAR CUSTOM,RG,1/144,,JPY,2014-07-19,
HG 1/144 BLUE DESTINY UNIT 2 OMEGA COLOR,HG,1/144,1650,JPY,2012-07-01,
MG 1/100 FULL ARMOR GUNDAM Ver.Ka [GUNDAM THUNDERBOLT],MG,1/100,7560,JPY,2016-07-23,
RG 1/144 ZAKU MINELAYER,RG,1/144,,JPY,2018-05-01,
HG 1/144 BLUE DESTINY UNIT 3,HG,1/144,1600,JPY,2007-09-01,
MG 1/100 FULL ARMOR UNICORN GUNDAM (RED COLOR VER.),MG,1/100,8800,JPY,2014-08-01,
RG 1/144 ZGMF-X20A STRIKE FREEDOM GUNDAM,RG,1/144,3000,JPY,2013-11-21,
HG 1/144 BLUE DESTINY UNIT 3 “EXAM“,HG,1/144,1600,JPY,2018-03-17,
MG 1/100 FULL ARMOR ZZ GUNDAM,MG,1/100,6000,JPY,2000-08-01,
RG 1/144 Z’GOK,RG,1/144,2700,JPY,2015-08-01,
HG 1/144 BLUE DESTINY UNIT1“EXAM”,HG,1/144,1600,JPY,2017-08-05,
MG 1/100 FULL ARMOR ZZ GUNDAM Ver.Ka,MG,1/100,11400,JPY,2026-02-21,
RG 1/144 ν GUNDAM,RG,1/144,5280,JPY,2019-08-10,
HG 1/144 BLUE DESTINY UNIT2 “EXAM”,HG,1/144,1600,JPY,2017-12-09,
MG 1/100 FULL FRONTAL’S GEARA DOGA,MG,1/100,6050,JPY,2015-07-01,
RG 1/144 ν GUNDAM HWS,RG,1/144,6930,JPY,2020-09-01,
HG 1/144 BOCATA'S GELGOOG(GQ),HG,1/144,2200,JPY,2025-06-07,
MG 1/100 G ARMOR REAL TYPE COLOR Ver.,MG,1/100,10290,JPY,2009-06-01,
RG 1/144 ダブルオーザンライザー,RG,1/144,5280,JPY,2024-01-01,
HG 1/144 BOLINOAK-SAMMAHN,HG,1/144,2420,JPY,2024-11-30,
MG 1/100 G FIGHTER,MG,1/100,5880,JPY,2009-01-01,
HG 1/144 BRAVE (COMMANDER TEST TYPE),HG,1/144,1680,JPY,2010-11-13,
MG 1/100 G-3 GUNDAM,MG,1/100,9240,JPY,1996-04-01,
HG 1/144 BRAVE (STANDARD TEST TYPE),HG,1/144,1680,JPY,2010-11-13,
MG 1/100 GEARA DOGA,MG,1/100,5040,JPY,2013-07-20,
HG 1/144 BUILD BURNING GUNDAM,HG,1/144,1400,JPY,2014-10-11,
MG 1/100 GEARA DOGA (REZIN SCHYNDER’S USE),MG,1/100,6050,JPY,2013-10-01,
HG 1/144 BUILD GUNDAM Mk-II,HG,1/144,2090,JPY,2013-11-16,
MG 1/100 GEARA DOGA(UNICORN Ver.),MG,1/100,5940,JPY,2016-06-01,
