canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
HG 1/144 GUNDAM KYRIOS,HG,1/144,,JPY,2007-11-01,
HG 1/144 GUNDAM L.O.BOOSTER,HG,1/144,,JPY,2022-10-01,
HG 1/144 GUNDAM LEGILIS,HG,1/144,,JPY,2012-10-06,
HG 1/144 GUNDAM LEGILIS〔MEMORY OF EDEN〕,HG,1/144,,JPY,2013-09-01,
HG 1/144 GUNDAM LEOPARD,HG,1/144,,JPY,2026-08-08,
HG 1/144 GUNDAM LEOPARDO DA VINCI,HG,1/144,,JPY,2015-08-08,
HG 1/144 GUNDAM LFRITH,HG,1/144,,JPY,2022-08-06,
HG 1/144 GUNDAM LFRITH PRE-PRODUCTION MODEL,HG,1/144,,JPY,2024-05-01,
HG 1/144 GUNDAM LFRITH THORN,HG,1/144,,JPY,2023-03-18,
HG 1/144 GUNDAM LIGHTNING BLACK WARRIOR,HG,1/144,,JPY,2017-09-30,
HG 1/144 GUNDAM LIVELANCE HEAVEN,HG,1/144,,JPY,2021-11-06,
HG 1/144 GUNDAM LOCAL TYPE,HG,1/144,,JPY,2016-07-09,
HG 1/144 GUNDAM LOCAL TYPE (NORTH AMERICAN FRONT),HG,1/144,,JPY,2017-10-07,
HG 1/144 GUNDAM LOVE PHANTOM,HG,1/144,,JPY,2018-10-13,
HG 1/144 GUNDAM M91,HG,1/144,,JPY,2018-03-01,
HG 1/144 GUNDAM MARCHOSIAS,HG,1/144,,JPY,2020-03-07,
HG 1/144 GUNDAM MK-II + FLYING ARMOR,HG,1/144,,JPY,2005-05-01,
HG 1/144 GUNDAM Mk-III,HG,1/144,,JPY,2021-04-01,
HG 1/144 GUNDAM NADLEEH,HG,1/144,,JPY,2008-04-01,
HG 1/144 GUNDAM NAION,HG,1/144,,JPY,2025-09-01,
HG 1/144 GUNDAM NT-1,HG,1/144,,JPY,2004-06-01,
HG 1/144 GUNDAM OO SHIA QAN[T],HG,1/144,,JPY,2016-09-17,
HG 1/144 GUNDAM OPERATION V,HG,1/144,,JPY,2001-08-01,
HG 1/144 GUNDAM PERFECT STRIKE FREEDOM,HG,1/144,,JPY,2021-12-11,
HG 1/144 GUNDAM PLUTONE,HG,1/144,,JPY,2020-09-01,
HG 1/144 GUNDAM PORTENT,HG,1/144,,JPY,2015-03-07,
HG 1/144 GUNDAM SANDROCK,HG,1/144,,JPY,2019-09-14,
HG 1/144 GUNDAM SANDROCK CUSTOM,HG,1/144,,JPY,2021-01-01,
HG 1/144 GUNDAM SANDROCK[CLEAR COLOR],HG,1/144,,JPY,2020-09-11,
HG 1/144 GUNDAM SCHWARZRITTER,HG,1/144,,JPY,2017-05-20,
HG 1/144 GUNDAM SELTSAM,HG,1/144,,JPY,2019-12-07,
HG 1/144 GUNDAM SHINING BREAK,HG,1/144,,JPY,2018-12-15,
HG 1/144 GUNDAM SHINING BREAK(BEFORE),HG,1/144,,JPY,2020-10-01,
HG 1/144 GUNDAM THE END,HG,1/144,,JPY,2015-05-15,
HG 1/144 GUNDAM THRONE DREI,HG,1/144,,JPY,2008-04-01,
HG 1/144 GUNDAM THRONE EINS,HG,1/144,,JPY,2008-02-01,
HG 1/144 GUNDAM THRONE ZWEI,HG,1/144,,JPY,2008-03-01,
HG 1/144 GUNDAM TR-1 [ADVANCED HAZEL] & EXPANSION PARTS for GUNDAM TR-6,HG,1/144,,JPY,2019-06-01,
HG 1/144 GUNDAM TR-1 [HAZEL CUSTOM] & EXPANSION PARTS for GUNDAM TR-6,HG,1/144,,JPY,2019-05-01,
"HG 1/144 GUNDAM TR-1 [HAZEL CUSTOM]with FLYING UNIT “ICARUS""(ADVANCE OF Z THE FLAG OF TITANS)",HG,1/144,,JPY,2026-03-01,
HG 1/144 GUNDAM TR-1 [HAZEL OWSLA][GIGANTIC ARM UNIT],HG,1/144,,JPY,2022-05-01,
HG 1/144 GUNDAM TR-1 [HAZE’N-THLEY RAH II] (ADVANCE OF Z THE FLAG OF TITANS),HG,1/144,,JPY,2020-11-01,
HG 1/144 GUNDAM TR-6 [BARZAMII] RE-ZEON CAPTURED (A.O.Z RE-BOOT Ver.),HG,1/144,,JPY,2024-08-01,
HG 1/144 GUNDAM TR-6 [HAZE’N-THLEYII RAH](ADVANCE OF Z THE FLAG OF TITANS),HG,1/144,,JPY,2020-02-01,
HG 1/144 GUNDAM TR-6 [HAZE’N-THLEYII] (ADVANCE OF Z THE FLAG OF TITANS),HG,1/144,,JPY,2019-10-01,
HG 1/144 GUNDAM TR-6 [KEHAARII] (ADVANCE OF Z THE FLAG OF TITANS),HG,1/144,,JPY,2020-06-01,
HG 1/144 GUNDAM TR-6 [WONDWORT],HG,1/144,,JPY,2018-06-01,
HG 1/144 GUNDAM TR-6 [WOUNDWORT] PSYCHO-BLADE CUSTOM (A.O.Z RE-BOOT Ver.),HG,1/144,,JPY,2023-01-01,
HG 1/144 GUNDAM TR-6[HAZELII],HG,1/144,,JPY,2019-02-01,
HG 1/144 GUNDAM TRYON 3,HG,1/144,,JPY,2015-06-06,
HG 1/144 GUNDAM VIDAR,HG,1/144,,JPY,2016-12-03,
HG 1/144 GUNDAM VIRSAGO,HG,1/144,,JPY,2026-10-01,
HG 1/144 GUNDAM VIRTUE,HG,1/144,,JPY,2007-12-01,
HG 1/144 GUNDAM VUAL,HG,1/144,,JPY,2017-04-08,
HG 1/144 GUNDAM X,HG,1/144,,JPY,2010-04-15,
HG 1/144 GUNDAM X D.V.,HG,1/144,,JPY,2010-12-18,
