canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
HG 1/144 THE GUNDAM BASE LIMITED ZETA GUNDAM UNIT 3,HG,1/144,2640,JPY,2018-01-01,
HG 1/144 THE NORTHERN POD,HG,1/144,648,JPY,2016-08-06,
HG 1/144 TICKBALANG,HG,1/144,1300,JPY,2023-02-11,
HG 1/144 TIEREN Ground Type,HG,1/144,1200,JPY,2007-11-01,
HG 1/144 TIEREN Space Commander Type,HG,1/144,1500,JPY,2008-05-01,
HG 1/144 TIEREN Space Type,HG,1/144,1500,JPY,2008-02-01,
HG 1/144 TIEREN TAOZI,HG,1/144,1500,JPY,2008-01-01,
HG 1/144 TRANS-AM RAISER,HG,1/144,2100,JPY,2009-04-01,
HG 1/144 TRANSIENT GUNDAM,HG,1/144,2000,JPY,2015-04-11,
HG 1/144 TRANSIENT GUNDAM GLACIER,HG,1/144,2160,JPY,2016-11-26,
HG 1/144 TRY BURNING GUNDAM,HG,1/144,2000,JPY,2015-02-07,
HG 1/144 TYPE 94 BASE JABBER,HG,1/144,,JPY,2013-09-01,
HG 1/144 UNICORN GUNDAM (DESTROY MODE) Ver.NIKE SB,HG,1/144,,JPY,2021-12-01,
HG 1/144 UNICORN GUNDAM 02 BANSHEE (DESTROY MODE),HG,1/144,1800,JPY,2012-01-08,
HG 1/144 UNICORN GUNDAM 02 BANSHEE (UNICORN MODE),HG,1/144,1600,JPY,2012-01-08,
HG 1/144 UNICORN GUNDAM 02 BANSHEE NORN (DESTROY MODE),HG,1/144,2000,JPY,2014-03-22,
HG 1/144 UNICORN GUNDAM 02 BANSHEE NORN (UNICORN MODE),HG,1/144,1700,JPY,2013-03-09,
HG 1/144 UNICORN GUNDAM 02 BANSHEE(DESTROY MODE) Ver.NIKE SB,HG,1/144,,JPY,2021-12-01,
HG 1/144 UNICORN GUNDAM 03 PHENEX (DESTROY MODE) (NARRATIVE Ver.),HG,1/144,2800,JPY,2018-06-23,
HG 1/144 UNICORN GUNDAM 03 PHENEX (DESTROY MODE) (NARRATIVE Ver.)[GOLD COATING],HG,1/144,5000,JPY,2018-10-06,
HG 1/144 UNICORN GUNDAM 03 PHENEX (UNICORN MODE) (NARRATIVE Ver.)[GOLD COATING],HG,1/144,5000,JPY,2019-08-03,
HG 1/144 UNION FLAG,HG,1/144,1080,JPY,2007-10-01,
HG 1/144 UNION FLAG (GRAHAM CUSTOM),HG,1/144,1050,JPY,2007-12-01,
HG 1/144 UNION FLAG CUSTOM II [GN FLAG],HG,1/144,,JPY,2025-09-01,
HG 1/144 V-DASH GUNDAM,HG,1/144,2420,JPY,2015-03-14,
HG 1/144 V2 ASSAULT BUSTER GUNDAM,HG,1/144,2160,JPY,2015-05-23,
HG 1/144 V2 GUNDAM,HG,1/144,2000,JPY,2014-01-25,
HG 1/144 VALUABLE POD,HG,1/144,800,JPY,2014-07-12,
HG 1/144 VARGUIL,HG,1/144,2750,JPY,2020-04-01,
HG 1/144 VAYEATE SUIVANT & MERCURIUS SUIVANT,HG,1/144,5500,JPY,2023-04-01,
HG 1/144 VICTORY GUNDAM,HG,1/144,1260,JPY,2013-11-21,
HG 1/144 VIRTUE TRANSAM MODE,HG,1/144,1575,JPY,2009-01-01,
HG 1/144 WEISS BARZAM,HG,1/144,1650,JPY,2017-12-01,
HG 1/144 WEISS SINANJU,HG,1/144,2860,JPY,2017-12-01,
HG 1/144 WINDAM,HG,1/144,1540,JPY,2020-05-23,
HG 1/144 WING GUNDAM,HG,1/144,1500,JPY,2013-09-14,
HG 1/144 WING GUNDAM [CLEAR COLOR],HG,1/144,1900,JPY,2022-09-10,
HG 1/144 WING GUNDAM FENICE,HG,1/144,1600,JPY,2013-12-07,
HG 1/144 WING GUNDAM SKY ZERO,HG,1/144,1870,JPY,2022-02-01,
HG 1/144 WING GUNDAM ZERO,HG,1/144,1600,JPY,2014-03-08,
HG 1/144 WING GUNDAM ZERO HONOO,HG,1/144,1944,JPY,2015-03-21,
HG 1/144 WINNING FUMINA,HG,1/144,2592,JPY,2017-09-30,
HG 1/144 XAVIER'S GYAN HAKUJI-PACKS,HG,1/144,2600,JPY,2025-07-05,
HG 1/144 XI GUNDAM,HG,1/144,6000,JPY,2021-04-24,
HG 1/144 XI GUNDAM VS PENELOPE FUNNEL MISSILE EFFECT SET,HG,1/144,15800,JPY,2021-04-24,
HG 1/144 YMS-03 WAFF,HG,1/144,1700,JPY,2016-04-16,
HG 1/144 YMS-08B DOM TEST TYPE,HG,1/144,2000,JPY,2016-02-27,
HG 1/144 Z'GOCK,HG,1/144,700,JPY,1999-11-01,
HG 1/144 ZAKU AMAZING,HG,1/144,1800,JPY,2013-10-05,
HG 1/144 ZAKU GROUND ATTACK SET,HG,1/144,2310,JPY,2009-02-14,
HG 1/144 ZAKU HALF CANNON,HG,1/144,1800,JPY,2017-11-11,
HG 1/144 ZAKU HIGH MOBILITY SURFACE TYPE (DANAN),HG,1/144,2750,JPY,2024-03-01,
HG 1/144 ZAKU HIGH MOBILITY SURFACE TYPE (SELMA),HG,1/144,2970,JPY,2023-08-01,
HG 1/144 ZAKU HIGH MOBILITY SURFACE TYPE (WALD),HG,1/144,3080,JPY,2023-08-01,
HG 1/144 ZAKU I (KYCILIA'S FORCES),HG,1/144,1700,JPY,2017-11-03,
HG 1/144 ZAKU I [GUNDAM THUNDERBOLT Ver.],HG,1/144,1944,JPY,2016-06-11,
