canonical_name,grade,scale,msrp,msrp_currency,original_release_date,last_reproduction_date
HG 1/144 AHEAD SMULTRON,HG,1/144,1200,JPY,2009-04-01,
MG 1/100 BALL (08 TEAM VER.),MG,1/100,2520,JPY,2005-05-01,
RG 1/144 GUNDAM ASTRAY GOLD FRAME,RG,1/144,3410,JPY,2016-07-01,
HG 1/144 AILE STRIKE GUNDAM,HG,1/144,1300,JPY,2014-02-08,
MG 1/100 BALL IGLOO VERSION,MG,1/100,2310,JPY,2006-08-09,
RG 1/144 GUNDAM ASTRAY GOLD FRAME AMATSU,RG,1/144,3850,JPY,2017-09-01,
HG 1/144 al-Saache's AEU ENACT CUSTOM Moralia Development experiment type,HG,1/144,1050,JPY,2008-09-01,
MG 1/100 BALL Ver. Ka,MG,1/100,2100,JPY,2004-12-01,
RG 1/144 Gundam Astray Gold Frame Amatsu Hana,RG,1/144,3850,JPY,2019-06-01,
HG 1/144 al-Saachez's AEU ENACT CUSTOM AGRISSA TYPE,HG,1/144,1050,JPY,2008-06-01,
MG 1/100 BLAST IMPULSE GUNDAM,MG,1/100,5500,JPY,2020-01-01,
RG 1/144 GUNDAM ASTRAY GOLD FRAME AMATSU MINA,RG,1/144,3240,JPY,2017-03-25,
HG 1/144 ALYZEUS,HG,1/144,12000,JPY,2026-04-25,
MG 1/100 BLAZE ZAKU PHANTOM (DEARKA ELTHMAN CUSTOM),MG,1/100,5390,JPY,2025-08-01,
RG 1/144 GUNDAM ASTRAY RED DRAGON,RG,1/144,4950,JPY,2026-02-01,
HG 1/144 AMAZING STRIKE FREEDOM GUNDAM,HG,1/144,2484,JPY,2017-03-11,
MG 1/100 BLAZE ZAKU PHANTOM / BLAZE ZAKU WARRIOR,MG,1/100,4950,JPY,2020-12-01,
RG 1/144 GUNDAM EPYON -APEX LEGENDSTM Alter Ver.-,RG,1/144,5500,JPY,2026-07-01,
HG 1/144 AMAZING Z’GOK,HG,1/144,1650,JPY,2017-10-01,
MG 1/100 BLITZ GUNDAM,MG,1/100,4410,JPY,2012-06-23,
RG 1/144 GUNDAM EXIA,RG,1/144,2500,JPY,2014-04-26,
HG 1/144 AMIDA'S HYAKUREN,HG,1/144,1200,JPY,2015-12-12,
MG 1/100 BOOST RAIDER GUNDAM (FULL MECHANICS),MG,1/100,6200,JPY,2024-12-01,
RG 1/144 GUNDAM EXIA REPAIR IV,RG,1/144,4950,JPY,2026-06-01,
HG 1/144 AMPHIBIA SET,HG,1/144,3150,JPY,2007-07-01,
MG 1/100 BUILD GUNDAM Mk-II,MG,1/100,5400,JPY,2014-03-08,
RG 1/144 GUNDAM EXIA REPAIRII,RG,1/144,2750,JPY,2017-03-01,
HG 1/144 AMX-011 ZAKUIII,HG,1/144,1500,JPY,2000-09-01,
MG 1/100 BUILD STRIKE GUNDAM FULL PACKAGE,MG,1/100,4410,JPY,2014-01-25,
RG 1/144 GUNDAM EXIA REPAIRIII,RG,1/144,3080,JPY,2019-06-01,
HG 1/144 AMX-107 BAWOO,HG,1/144,1200,JPY,2000-09-01,
MG 1/100 BUSTER GUNDAM,MG,1/100,4000,JPY,2012-09-22,
RG 1/144 JUSTICE GUNDAM,RG,1/144,2500,JPY,2012-07-28,
HG 1/144 AMX-107 BAWOO (MASS PRODUCTION),HG,1/144,1200,JPY,2002-06-01,
MG 1/100 CALAMITY GUNDAM (FULL MECHANICS),MG,1/100,5000,JPY,2021-06-26,
RG 1/144 MOBILE SUIT GUNDAM LAST SHOOTING ZEONG EFFECT SET,RG,1/144,9000,JPY,2021-01-23,
HG 1/144 AQUA-HAMBRABI II (A.O.Z RE-BOOT Ver.),HG,1/144,3080,JPY,2023-06-01,
MG 1/100 CHAR'S GELGOOG ver.2.0,MG,1/100,4725,JPY,2007-07-01,
RG 1/144 MS-06R-1A BLACK TRI-STARS ZAKU II,RG,1/144,,JPY,2018-03-01,
HG 1/144 AQUA-HAMBRABI II TITANS (A.O.Z RE-BOOT Ver.),HG,1/144,3080,JPY,2023-06-01,
MG 1/100 CHAR'S RICK DOM,MG,1/100,,JPY,2003-01-01,
RG 1/144 MS-06R-1A SHIN MATSUNAGA’S ZAKU II,RG,1/144,,JPY,2018-01-01,
HG 1/144 ARCHE GUNDAM,HG,1/144,1680,JPY,2009-05-01,
MG 1/100 CORE BOOSTER Ver.Ka,MG,1/100,2310,JPY,2010-07-24,
RG 1/144 MS-06R-2 GABBY HAZARD’S ZAKUII,RG,1/144,,JPY,2018-10-01,
HG 1/144 ARIOS GUNDAM,HG,1/144,1500,JPY,2008-12-01,
MG 1/100 CROSSBONE FULL CLOTH,MG,1/100,4725,JPY,2007-01-27,
RG 1/144 MS-06R-2 JOHNNY RIDDEN'S ZAKU II,RG,1/144,,JPY,2017-11-18,
HG 1/144 ARIOS GUNDAM (TRANS-AM MODE),HG,1/144,1575,JPY,2009-12-17,
MG 1/100 CROSSBONE GUNDAM X-0 Ver.Ka,MG,1/100,3500,JPY,2019-08-01,
RG 1/144 MS-06R-2 ROBERT GILLIAM’S ZAKUII,RG,1/144,3630,JPY,2022-05-01,
HG 1/144 ARIOS GUNDAM GNHW/M,HG,1/144,1500,JPY,2009-08-01,
MG 1/100 CROSSBONE GUNDAM X-1 ver.Ka,MG,1/100,3500,JPY,2006-09-29,
RG 1/144 MS-06S ZAKUII [HATSUNE MIKU Ver.],RG,1/144,3850,JPY,2025-08-01,
HG 1/144 ASSHIMAR,HG,1/144,2200,JPY,2005-06-18,
MG 1/100 CROSSBONE GUNDAM X1(PATCHWORK) Ver.Ka,MG,1/100,,JPY,2021-05-01,
RG 1/144 MSN-04FF SAZABI[CLEAR COLOR],RG,1/144,8910,JPY,2026-05-02,
HG 1/144 ATLAS GUNDAM [GUNDAM THUNDERBOLT Ver.],HG,1/144,2484,JPY,2017-03-11,
MG 1/100 CROSSBONE GUNDAM X2 CUSTOM Ver.Ka,MG,1/100,,JPY,2017-06-01,
RG 1/144 MSN-06S SINANJU,RG,1/144,3800,JPY,2016-08-06,
HG 1/144 ATLAS GUNDAM(GUNDAM THUNDERBOLT BANDIT FLOWER Ver.),HG,1/144,2640,JPY,2018-01-01,
MG 1/100 CROSSBONE GUNDAM X2 Ver.Ka,MG,1/100,,JPY,2013-06-01,
RG 1/144 OO GUNDAM SEVEN SWORD,RG,1/144,3300,JPY,2016-12-01,
HG 1/144 BALL TWIN SET,HG,1/144,1300,JPY,2010-09-11,
MG 1/100 CROSSBONE GUNDAM X3 Ver.Ka,MG,1/100,,JPY,2013-12-01,
RG 1/144 OO QAN[T] FULL SABER,RG,1/144,3520,JPY,2017-04-01,
